Client,OrderId,OrderNumber,ExternalOrderReference,OrderDate,DespatchDate,Country,Source,PackingNotes,DeliveryDate,OrderStatus,NumberOfParcels,TotalItems,TotalWeight,OrderValue,Part,NumberOfParts,CourierServiceType,CourierService,TrackingNumber,Warehouse,Channel,OrderItems,Tags,RequiredDespatchDate
Wild (WLD),9166900,FF5026831,#5891942,14/06/2026 23:04:04,,UNITED KINGDOM,API,,,ONBACKORDER,1,14,0.412,28.60,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WCLR1818:Lip Balm Refill: Cola  [D03]:1;WCLR1818:Lip Balm Refill: Cola  [D03]:1;WCLC1851:Lip Balm Case: Hot Pink  [0]:1;WCLR1971:Lip Balm Refill: Love Heart Swizzles  [E10]:1;WCLR2512:Lip Balm Refill: Black Cherry  [A10]:1;WCLR1113:Lip Balm Refill: Plum & Frosted Pear  [0]:1;WCLC1927:Lip Balm Case: Spongebob  [0]:1;WCR1687:Deodorant Refill: Mad Hatter's Tea Party  [0]:1;WCRS1922:Sensitive Deodorant Refill: Sicilian Summer  [0]:1;WCR2473:Deodorant Refill: Berry Christmas  [0]:1;WCR2260:Deodorant Refill: Wildflower Bloom  [0]:1;WCRS2555:Sensitive Deodorant Refill: Winter Breeze  [0]:1;WCRS1817:Sensitive Deodorant Refill: Orange Marmalade  [0]:1;WCR1751:Deodorant Refill: Summer Breeze  [0]:1;,,02/06/2026 00:00:00
Wild (WLD),9166903,FF5026962,#5892553,14/06/2026 23:04:14,,UNITED KINGDOM,API,,,ONBACKORDER,1,8,2.450,21.60,1,1,Standard,Evri-Whistl Parcel NPOD (2-15KG)-(Client account),,Airbox 18,API,WCLR2512:Lip Balm Refill: Black Cherry  [A10]:1;WCLR1816:Lip Balm Refill: Orange Marmalade  [0]:1;WCCDR549:Conditioner Refill: Cherry Blossom  [0]:2;WCSHR549:Strength Shampoo Refill: Cherry Blossom (350ml)  [0]:4;,,02/06/2026 00:00:00
Wild (WLD),9166917,FF5027468,#5892763,14/06/2026 23:04:48,,UNITED KINGDOM,API,,,ONBACKORDER,1,6,0.265,17.60,1,1,Standard,RM Tracked COD Large Letter 0-1kg,,Airbox 18,API,WCLR2512:Lip Balm Refill: Black Cherry  [A10]:1;WCR1688:Deodorant Refill: Alice's Secret Garden  [0]:1;WCR1687:Deodorant Refill: Mad Hatter's Tea Party  [0]:1;WCR1751:Deodorant Refill: Summer Breeze  [0]:1;WCRS1262:Sensitive Deodorant Refill: Renew  [0]:1;WCR1260:Deodorant Refill: Energise  [0]:1;,,02/06/2026 00:00:00
Wild (WLD),9166918,FF5027573,#5892409,14/06/2026 23:04:50,,UNITED KINGDOM,API,,,ONBACKORDER,1,12,0.745,27.16,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WCLR1818:Lip Balm Refill: Cola  [D03]:1;WCLC1851:Lip Balm Case: Hot Pink  [0]:1;WMIN2514:Mini Deodorant: Winter Air  [0]:1;WCLR2512:Lip Balm Refill: Black Cherry  [A10]:1;WCLR1919:Lip Balm Refill: Vanilla Butterscotch  [D11]:1;WCLC1927:Lip Balm Case: Spongebob  [0]:1;WCSGR1283:Body Wash Refill: Juicy Mango (300/350ml)  [E22]:1;WMIN2513:Mini Deodorant: Warm Cinnamon Bun  [D12]:1;WCR2473:Deodorant Refill: Berry Christmas  [0]:1;WCR1921:Deodorant Refill: Santa's Christmas Cookies  [A23]:1;WCC1927:Deodorant Case: Spongebob  [PF]:1;WCRS1752:Sensitive Deodorant Refill: Summer Breeze  [0]:1;,,02/06/2026 00:00:00
Wild (WLD),9166934,FF5028729,#5893068,14/06/2026 23:05:36,,UNITED KINGDOM,API,,,ONBACKORDER,1,11,0.361,27.62,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WCLR2512:Lip Balm Refill: Black Cherry  [A10]:1;WCLR1113:Lip Balm Refill: Plum & Frosted Pear  [0]:1;WCR1687:Deodorant Refill: Mad Hatter's Tea Party  [0]:1;WCLR1818:Lip Balm Refill: Cola  [D03]:1;WCLC1851:Lip Balm Case: Hot Pink  [0]:1;WCRS1817:Sensitive Deodorant Refill: Orange Marmalade  [0]:2;WCR1751:Deodorant Refill: Summer Breeze  [0]:1;WCR1818:Deodorant Refill: Chupa Chups Cola  [A14]:1;WCC1981:Deodorant Case: EBW Pink Heart  [PF]:1;WCC1879:Deodorant Case: Lilac Ghost  [PF]:1;,,02/06/2026 00:00:00
Wild (WLD),9166935,FF5028748,#5893333,14/06/2026 23:05:39,,UNITED KINGDOM,API,,,ONBACKORDER,1,15,0.423,28.97,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WCLR1818:Lip Balm Refill: Cola  [D03]:1;WCLC1851:Lip Balm Case: Hot Pink  [0]:1;WCLR620:Lip Balm Refill: Peach & Mango  [0]:1;WCLR2512:Lip Balm Refill: Black Cherry  [A10]:1;WCLR1971:Lip Balm Refill: Love Heart Swizzles  [E10]:1;WCLRSPF620:Lip Balm Refill: SPF Peach & Mango  [A20]:1;WCLR1816:Lip Balm Refill: Orange Marmalade  [0]:1;WCLR1113:Lip Balm Refill: Plum & Frosted Pear  [0]:1;WCR1101:Deodorant Refill: Autumn Leaves   [0]:1;WCR2473:Deodorant Refill: Berry Christmas  [0]:1;WCR1687:Deodorant Refill: Mad Hatter's Tea Party  [0]:1;WCR1751:Deodorant Refill: Summer Breeze  [0]:2;WCRS1817:Sensitive Deodorant Refill: Orange Marmalade  [0]:1;WCR1818:Deodorant Refill: Chupa Chups Cola  [A14]:1;,,02/06/2026 00:00:00
Wild (WLD),9166936,FF5029093,#5892926,14/06/2026 23:05:42,,UNITED KINGDOM,API,,,ONBACKORDER,1,14,0.339,24.74,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WMIN2514:Mini Deodorant: Winter Air  [0]:1;WMIN748:Mini Deodorant: Rainforest Oasis  [0]:1;WCLR2512:Lip Balm Refill: Black Cherry  [A10]:1;WCLR1971:Lip Balm Refill: Love Heart Swizzles  [E10]:2;WCLRSPF620:Lip Balm Refill: SPF Peach & Mango  [A20]:1;WCLR1816:Lip Balm Refill: Orange Marmalade  [0]:1;WMIN1014:Mini Deodorant: Cucumber Cooler  [0]:1;WMIN1261:Mini Deodorant: Calm [0]:2;WCR2473:Deodorant Refill: Berry Christmas  [0]:1;WCRS2555:Sensitive Deodorant Refill: Winter Breeze  [0]:1;WCR1751:Deodorant Refill: Summer Breeze  [0]:1;WCRS1817:Sensitive Deodorant Refill: Orange Marmalade  [0]:1;,,02/06/2026 00:00:00
Wild (WLD),9166937,FF5029262,#5893314,14/06/2026 23:05:45,,UNITED KINGDOM,API,,,ONBACKORDER,1,14,0.428,28.43,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WCLR1818:Lip Balm Refill: Cola  [D03]:1;WCLC1851:Lip Balm Case: Hot Pink  [0]:1;WCLR620:Lip Balm Refill: Peach & Mango  [0]:2;WCLR2512:Lip Balm Refill: Black Cherry  [A10]:2;WMIN748:Mini Deodorant: Rainforest Oasis  [0]:1;WMIN1261:Mini Deodorant: Calm [0]:1;WCRS1263:Sensitive Deodorant Refill: Energise  [0]:2;WCRS2555:Sensitive Deodorant Refill: Winter Breeze  [0]:2;WCR1751:Deodorant Refill: Summer Breeze  [0]:2;,,02/06/2026 00:00:00
Wild (WLD),9166938,FF5117605,#5919905,14/06/2026 23:05:50,,UNITED KINGDOM,API,,,ONBACKORDER,1,5,0.152,5.00,1,1,Standard,RM Tracked COD Large Letter 0-1kg,,Airbox 18,API,WCR2260:Deodorant Refill: Wildflower Bloom  [0]:1;WCLR2512:Lip Balm Refill: Black Cherry  [A10]:1;WCLRSPF620:Lip Balm Refill: SPF Peach & Mango  [A20]:1;WCLC2556:Lip Balm Case: Chrome  [D10]:1;WCR3208:Deodorant Refill: Wild Seduction  [C02]:1;,,11/06/2026 00:00:00
Wild (WLD),9167754,FF5139455,#5926719,15/06/2026 01:31:06,,UNITED KINGDOM,API,,,ONBACKORDER,1,5,0.210,22.82,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,W_ENGRAVED_DEO:Engraving: Deodorant Case (02)  [0]:1;WCR3208:Deodorant Refill: Wild Seduction  [C02]:1;WCR549:Deodorant Refill: Cherry Blossom  [B01]:1;WCR24:Deodorant Refill: Fresh Cotton & Sea Salt  [B05]:1;WCC1905:Deodorant Case: Cath Kidston Bird  [PF]:1;,,15/06/2026 00:00:00
Wild (WLD),9170071,FF5142825,#5927965,15/06/2026 07:16:00,,UNITED KINGDOM,API,,,ONBACKORDER,1,9,0.461,60.41,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WMIN02:Mini Deodorant: Coconut Dreams  [A26]:1;WCR507:Deodorant Refill: Thunderstorm  [B03]:1;WCR3776: Enchanted Bloom Deodorant Stick Refill  [A01]:1;WCR3777:Deodorant Refill: Island Paradise  [A19]:1;WCR24:Deodorant Refill: Fresh Cotton & Sea Salt  [B05]:1;WCC1521:Deodorant Case: EBW Polka Dots  [PF]:1;WCC06:Deodorant Case: Aqua  [F08]:1;WCC1905:Deodorant Case: Cath Kidston Bird  [PF]:1;WCC25:Deodorant Case: Black  [PF]:1;,,15/06/2026 00:00:00
Wild (WLD),9170082,FF4935633,AUS344992,15/06/2026 07:31:04,,AUSTRALIA,API,,,ONBACKORDER,1,9,0.765,79.04,1,1,Standard,Whistl - Standard (DDU) - Standard Parcel DDU,,Airbox 18,API,WCRS2552:Sensitive Deodorant Refill: Black Cherry  [A17]:1;WCR1282:Deodorant Refill: Love Potion  [0]:1;WCR1919:Deodorant Refill: Vanilla Butterscotch  [0]:2;WCR2513:Deodorant Refill: Warm Cinnamon Bun  [0]:1;WCR1947:Deodorant Refill: Caramel Latte  [A04]:1;WCR1925:Deodorant Refill: Pina Colada  [A08]:1;WCC1851:Deodorant Case: Hot Pink  [PF]:1;WCBWR3278:Body Wash Refill: Peachy Kiss  [0]:1;,,21/05/2026 00:00:00
Wild (WLD),9170089,FF4941839,AUS345332,15/06/2026 07:31:13,,AUSTRALIA,API,,,ONBACKORDER,1,8,1.240,109.08,1,1,Standard,Whistl - Standard (DDU) - Standard Parcel DDU,,Airbox 18,API,WCROA608:Roll On AP: Amber & Oud  [A27]:1;WCROA86:Roll On AP: Cedar & Sandalwood  [A12]:1;WCROA24:Roll On AP: Cotton & Seasalt   [C07]:2;WCROA1919:Roll On AP: Vanilla Buttercream  [0]:2;WCBWR1964:Body Wash Refill: Citrus Burst  [E15]:1;WCBWR1963:Body Wash Refill: Spa Daydreams (300ml) [E06]:1;,,22/05/2026 00:00:00
Wild (WLD),9170280,FF5142949,#5928017,15/06/2026 08:02:38,,UNITED KINGDOM,API,,,ONBACKORDER,1,3,0.155,11.28,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WCR549:Deodorant Refill: Cherry Blossom  [B01]:1;WCC1905:Deodorant Case: Cath Kidston Bird  [PF]:1;WCR1818:Deodorant Refill: Chupa Chups Cola  [A14]:1;,,15/06/2026 00:00:00
Wild (WLD),9170596,FF5020775,AUS348581,15/06/2026 08:46:11,,AUSTRALIA,API,,,ONBACKORDER,1,11,2.040,162.43,1,1,Standard,Whistl - Standard (DDU) - Standard Parcel DDU,,Airbox 18,API,WCLR619:Lip Balm Refill: Original  [D07]:1;WCBWC865:Body Wash Case: Ivory (2.0)  [E30]:1;WCBWCP3129:Body Wash Case: Valentine's Day Hearts  [0]:1;WCBWR24:Body Wash Refill: Fresh Cotton (300ml)  [E01]:1;WCBWR1012:Body Wash Refill: Santorini Sunset (300ml)  [E13]:1;WCBWR3805:Body Wash Refill: Morning Meadow  [E02]:1;WCBWR1963:Body Wash Refill: Spa Daydreams (300ml) [E06]:1;WCR1919:Deodorant Refill: Vanilla Butterscotch  [0]:1;WCRS2552:Sensitive Deodorant Refill: Black Cherry  [A17]:1;WCC1897:Deodorant Case: Cat Eyes  [PF]:1;WCC2472:Deodorant Case: Red Christmas Snoopy  [PF]:1;,,02/06/2026 00:00:00
Wild (WLD),9170601,FF5022773,AUS348730,15/06/2026 08:46:42,,AUSTRALIA,API,,,ONBACKORDER,1,10,1.403,109.99,1,1,Standard,Whistl - Standard (DDU) - Standard Parcel DDU,,Airbox 18,API,WCLC864:Lip Balm Case: Rose  [0]:1;WCLR619:Lip Balm Refill: Original  [D07]:1;WCBWR24:Body Wash Refill: Fresh Cotton (300ml)  [E01]:1;WCBWR3805:Body Wash Refill: Morning Meadow  [E02]:1;WCBWR3205:Body Wash Refill: Black Velvet & Rose [E20]:1;WCLR2512:Lip Balm Refill: Black Cherry  [A10]:3;WCLR3207:Lip Balm Refill: Cotton Cloud  [A29]:2;,,02/06/2026 00:00:00
Wild (WLD),9170691,FF5025611,AUS348847,15/06/2026 09:04:16,,AUSTRALIA,API,,,ONBACKORDER,1,14,1.145,64.53,1,1,Standard,Whistl - Standard (DDU) - Standard Parcel DDU,,Airbox 18,API,WCBWR3278:Body Wash Refill: Peachy Kiss  [0]:1;WCBWR24:Body Wash Refill: Fresh Cotton (300ml)  [E01]:1;WCRS2263:Sensitive Deodorant Refill: Wildflower Bloom  [0]:1;WCLRSPF02:Lip Balm Refill: SPF Coconut & Vanilla  [A24]:1;WCLR619:Lip Balm Refill: Original  [D07]:1;WCLC863:Lip Balm Case: Powder Blue  [0]:1;WCLR1971:Lip Balm Refill: Love Heart Swizzles  [E10]:1;WCLRSPF620:Lip Balm Refill: SPF Peach & Mango  [A20]:1;WCLR1818:Lip Balm Refill: Cola  [D03]:1;WCR1101:Deodorant Refill: Autumn Leaves   [0]:1;WCRS1104:Sensitive Deodorant Refill: Vanilla Bean & Buttercream  [0]:1;WCR2260:Deodorant Refill: Wildflower Bloom  [0]:1;WCRS1894:Sensitive Deodorant Refill: Cola  [0]:1;WCR1818:Deodorant Refill: Chupa Chups Cola  [A14]:1;,,02/06/2026 00:00:00
Wild (WLD),9170712,FF5042361,#5897459,15/06/2026 09:04:43,,UNITED KINGDOM,API,,,ONBACKORDER,1,9,1.429,9.00,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WCLR1818:Lip Balm Refill: Cola  [D03]:1;WCLC1851:Lip Balm Case: Hot Pink  [0]:1;WCR1688:Deodorant Refill: Alice's Secret Garden  [0]:1;WCR1260:Deodorant Refill: Energise  [0]:1;WCR1921:Deodorant Refill: Santa's Christmas Cookies  [A23]:1;WCRS2555:Sensitive Deodorant Refill: Winter Breeze  [0]:1;WCSGR1283:Body Wash Refill: Juicy Mango (300/350ml)  [E22]:1;WCBWR507:Body Wash Refill: Thunderstorm (300ml)  [E24]:2;,,03/06/2026 00:00:00
Wild (WLD),9170786,FF5095942,2847847R,15/06/2026 09:05:53,,GERMANY,API,,,ONBACKORDER,1,26,1.906,30.16,1,1,Standard,Skynet - EParcel,,Airbox 18,API,WCR761:Deodorant Refill: Pink Grapefruit & Lime  [C13]:1;WCR1283:Deodorant Refill: Juicy Mango  [C12]:1;WCR3805:Deodorant Refill: Morning Meadow  [C09]:1;WCRS1895:Sensitive Deodorant Refill: Strawberries & Cream  [A11]:1;WCBWC2556:Body Wash Case: Chrome  [0]:1;WCLR1114:Lip Balm Refill: Santa's Kiss  [A05]:1;WCLC866:Lip Balm Case: Sage  [D13]:1;WCRS2555:Sensitive Deodorant Refill: Winter Breeze  [0]:1;WCR1925:Deodorant Refill: Pina Colada  [A08]:1;WCRO966:Roll On Refill: Honey & Cactus Flower  [A30]:1;WCSGR1283:Body Wash Refill: Juicy Mango (300/350ml)  [E22]:1;WCLR1072:Lip Balm Refill: Watermelon  [D08]:1;WCLR1071:Lip Balm Refill: Passionfruit  [A22]:1;WCLR3207:Lip Balm Refill: Cotton Cloud  [A29]:1;WCLRSPF620:Lip Balm Refill: SPF Peach & Mango  [A20]:1;WCRO2512:Roll On Refill: Black Cherry  [A03]:1;WCRO1969:Roll On Refill: Drumstick  [0]:1;WCR2473:Deodorant Refill: Berry Christmas  [0]:1;WCR1260:Deodorant Refill: Energise  [0]:1;WCR1818:Deodorant Refill: Chupa Chups Cola  [A14]:1;WCC2472:Deodorant Case: Red Christmas Snoopy  [PF]:1;WCROA02:Roll On AP: Coconut & Vanilla   [C04]:1;WCROA549:Roll On AP: Cherry Blossom  [C08]:1;WCROA3207:Roll On AP: Cotton Cloud  [C16]:1;WCROC3333:Roll On Case: Miffy  [F03]:1;WCBWR1012:Body Wash Refill: Santorini Sunset (300ml)  [E13]:1;,,09/06/2026 00:00:00
Wild (WLD),9170795,FF5096040,2846423R,15/06/2026 09:06:09,,GERMANY,API,,,ONBACKORDER,1,23,0.903,24.36,1,1,Standard,Skynet - EParcel,,Airbox 18,API,WCLRSPF620:Lip Balm Refill: SPF Peach & Mango  [A20]:1;WCR1101:Deodorant Refill: Autumn Leaves   [0]:1;WCRS1104:Sensitive Deodorant Refill: Vanilla Bean & Buttercream  [0]:1;WCRS2263:Sensitive Deodorant Refill: Wildflower Bloom  [0]:1;WCR2473:Deodorant Refill: Berry Christmas  [0]:1;WCR1687:Deodorant Refill: Mad Hatter's Tea Party  [0]:1;WCRS2555:Sensitive Deodorant Refill: Winter Breeze  [0]:1;WCRS1752:Sensitive Deodorant Refill: Summer Breeze  [0]:1;WCR1969:Deodorant Refill: Drumsticks Raspberry  [A18]:1;WCRS1894:Sensitive Deodorant Refill: Cola  [0]:1;WCRS1896:Sensitive Deodorant Refill: Watermelon  [A13]:1;WCR1260:Deodorant Refill: Energise  [0]:1;WCR1921:Deodorant Refill: Santa's Christmas Cookies  [A23]:1;WCR24:Deodorant Refill: Fresh Cotton & Sea Salt  [B05]:1;WCR549:Deodorant Refill: Cherry Blossom  [B01]:1;WCR524:Deodorant Refill: Ocean Mist  [C17]:1;WCLC866:Lip Balm Case: Sage  [D13]:1;WCLR1114:Lip Balm Refill: Santa's Kiss  [A05]:1;WCR348:Deodorant Refill: Mint & Aloe Vera  [C03]:1;WCR86:Deodorant Refill: Sandalwood & Patchouli  [B02]:1;WCR507:Deodorant Refill: Thunderstorm  [B03]:1;WCR761:Deodorant Refill: Pink Grapefruit & Lime  [C13]:1;WCRS1117:Sensitive Deodorant Refill: Arctic Ice Queen  [0]:1;,,09/06/2026 00:00:00
Wild (WLD),9170800,FF5096047,2846098R,15/06/2026 09:06:19,,NETHERLANDS,API,,,ONBACKORDER,1,11,0.409,11.60,1,1,Standard,Skynet - EParcel,,Airbox 18,API,WCR02:Deodorant Refill: Coconut & Vanilla Dreams [B04]:1;WCC3129:Deodorant Case: Valentine's Day Hearts [PF]:1;WCLR1114:Lip Balm Refill: Santa's Kiss  [A05]:1;WCLC866:Lip Balm Case: Sage  [D13]:1;WCR1921:Deodorant Refill: Santa's Christmas Cookies  [A23]:1;WCR1101:Deodorant Refill: Autumn Leaves   [0]:1;WCR2513:Deodorant Refill: Warm Cinnamon Bun  [0]:1;WCRS2263:Sensitive Deodorant Refill: Wildflower Bloom  [0]:2;WCLR1919:Lip Balm Refill: Vanilla Butterscotch  [D11]:1;WCRS1104:Sensitive Deodorant Refill: Vanilla Bean & Buttercream  [0]:1;,,09/06/2026 00:00:00
Wild (WLD),9171914,FF5143384,#5928161,15/06/2026 10:15:54,,UNITED KINGDOM,API,,,ONBACKORDER,1,2,0.110,9.25,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WCR3805:Deodorant Refill: Morning Meadow  [C09]:1;WCC1905:Deodorant Case: Cath Kidston Bird  [PF]:1;,,15/06/2026 00:00:00
Wild (WLD),9173363,FF5143811,#5928283,15/06/2026 12:18:41,,UNITED KINGDOM,API,,,ONBACKORDER,1,2,0.110,11.10,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WCR3776: Enchanted Bloom Deodorant Stick Refill  [A01]:1;WCC1905:Deodorant Case: Cath Kidston Bird  [PF]:1;,,15/06/2026 00:00:00
Wild (WLD),9174535,FF5102709,2825616R,15/06/2026 13:38:52,,FRANCE,API,,,ONBACKORDER,1,9,0.422,10.44,1,1,Standard,Skynet - EParcel,,Airbox 18,API,WCLC866:Lip Balm Case: Sage  [D13]:1;WCLRSPF02:Lip Balm Refill: SPF Coconut & Vanilla  [A24]:1;WMIN02:Mini Deodorant: Coconut Dreams  [A26]:1;WCR24:Deodorant Refill: Fresh Cotton & Sea Salt  [B05]:1;WCR3805:Deodorant Refill: Morning Meadow  [C09]:1;WCC1838:Deodorant Case: Marble Ditsy  [PF]:1;WCRO549:Roll On Refill: Cherry Blossom   [C15]:1;WCRO02:Roll On Refill: Coconut & Vanilla  [C10]:1;WCROC2738:Roll On Case: Love Heart  [PF]:1;,Multi Tote (40),10/06/2026 00:00:00
Wild (WLD),9176641,FF5145196,#5928643,15/06/2026 17:23:13,,UNITED KINGDOM,API,,,ONBACKORDER,1,3,0.155,20.84,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WCC1905:Deodorant Case: Cath Kidston Bird  [PF]:1;WCRS3815:Deodorant Refill: Cotton Cloud Sensitive  [A21]:1;WCRS216:Sensitive Deodorant Refill: Fresh Cotton & Sea Salt [C18]:1;,,15/06/2026 00:00:00
Wild (WLD),9176795,FF5145328,#5928711,15/06/2026 17:38:23,,UNITED KINGDOM,API,,,ONBACKORDER,1,2,0.115,15.42,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WCC1905:Deodorant Case: Cath Kidston Bird  [PF]:1;WCRS550:Sensitive Deodorant Refill: Cherry Blossom  [C01]:1;,,15/06/2026 00:00:00
Wild (WLD),9176983,FF5145445,2843851RR,15/06/2026 17:55:31,,GERMANY,API,,,ONBACKORDER,1,15,0.504,17.40,1,1,Standard,Skynet - EParcel,,Airbox 18,API,WCLR1818:Lip Balm Refill: Cola  [D03]:1;WCLR1818:Lip Balm Refill: Cola  [D03]:2;WCLC866:Lip Balm Case: Sage  [D13]:1;WCRS2552:Sensitive Deodorant Refill: Black Cherry  [A17]:2;WCLC1927:Lip Balm Case: Spongebob  [0]:1;WCLRSPF620:Lip Balm Refill: SPF Peach & Mango  [A20]:2;WCLC863:Lip Balm Case: Powder Blue  [0]:2;WCRO1969:Roll On Refill: Drumstick  [0]:2;WCC1110:Deodorant Case: EBW Star [PF]:2;,,15/06/2026 00:00:00
Wild (WLD),9177000,FF5145463,2846672RR,15/06/2026 17:56:38,,GERMANY,API,,,ONBACKORDER,1,13,0.428,13.92,1,1,Standard,Skynet - EParcel,,Airbox 18,API,WCR2513:Deodorant Refill: Warm Cinnamon Bun  [0]:1;WCRS1752:Sensitive Deodorant Refill: Summer Breeze  [0]:1;WCR2473:Deodorant Refill: Berry Christmas  [0]:1;WCLR1114:Lip Balm Refill: Santa's Kiss  [A05]:1;WCLC866:Lip Balm Case: Sage  [D13]:1;WCRS1104:Sensitive Deodorant Refill: Vanilla Bean & Buttercream  [0]:1;WCR1101:Deodorant Refill: Autumn Leaves   [0]:1;WCLC1851:Lip Balm Case: Hot Pink  [0]:1;WCLC1927:Lip Balm Case: Spongebob  [0]:1;WCLRSPF620:Lip Balm Refill: SPF Peach & Mango  [A20]:1;WCRS2557:Sensitive Deodorant Refill: Vanilla Butterscotch  [0]:2;WCR1921:Deodorant Refill: Santa's Christmas Cookies  [A23]:1;,,15/06/2026 00:00:00
Wild (WLD),9177001,FF5145464,2846566RR,15/06/2026 17:56:41,,LITHUANIA,API,,,ONBACKORDER,1,17,0.746,18.56,1,1,Standard,Skynet - EParcel,,Airbox 18,API,WCRO1969:Roll On Refill: Drumstick  [0]:2;WCR1101:Deodorant Refill: Autumn Leaves   [0]:1;WCRS1104:Sensitive Deodorant Refill: Vanilla Bean & Buttercream  [0]:2;WCRS2557:Sensitive Deodorant Refill: Vanilla Butterscotch  [0]:2;WCLR1114:Lip Balm Refill: Santa's Kiss  [A05]:1;WCLC866:Lip Balm Case: Sage  [D13]:1;WCR2473:Deodorant Refill: Berry Christmas  [0]:2;WCR1687:Deodorant Refill: Mad Hatter's Tea Party  [0]:2;WCRS2555:Sensitive Deodorant Refill: Winter Breeze  [0]:1;WCRS1752:Sensitive Deodorant Refill: Summer Breeze  [0]:2;WCRS1894:Sensitive Deodorant Refill: Cola  [0]:1;,,15/06/2026 00:00:00
Wild (WLD),9177007,FF5145470,2846930RR,15/06/2026 17:57:22,,FRANCE,API,,,ONBACKORDER,1,19,0.717,20.24,1,1,Standard,Skynet - EParcel,,Airbox 18,API,WCR3207:Deodorant Refill: Cotton Cloud  [C11]:1;WCLR3207:Lip Balm Refill: Cotton Cloud  [A29]:1;WCLC3333:Lip Balm Case: Miffy  [A28]:1;WCC3333:Deodorant Case: Miffy  [F10]:1;WCLRSPF620:Lip Balm Refill: SPF Peach & Mango  [A20]:2;WCRS2557:Sensitive Deodorant Refill: Vanilla Butterscotch  [0]:1;WCRO2512:Roll On Refill: Black Cherry  [A03]:1;WCLR1114:Lip Balm Refill: Santa's Kiss  [A05]:1;WCLC866:Lip Balm Case: Sage  [D13]:1;WCRO1969:Roll On Refill: Drumstick  [0]:1;WCRS1104:Sensitive Deodorant Refill: Vanilla Bean & Buttercream  [0]:1;WCR1101:Deodorant Refill: Autumn Leaves   [0]:1;WCR2473:Deodorant Refill: Berry Christmas  [0]:1;WCR2513:Deodorant Refill: Warm Cinnamon Bun  [0]:1;WCR1925:Deodorant Refill: Pina Colada  [A08]:1;WCR1921:Deodorant Refill: Santa's Christmas Cookies  [A23]:1;WCR1687:Deodorant Refill: Mad Hatter's Tea Party  [0]:1;WCRS2555:Sensitive Deodorant Refill: Winter Breeze  [0]:1;,,15/06/2026 00:00:00
Wild (WLD),9177009,FF5145472,2843991RR,15/06/2026 17:57:34,,GERMANY,API,,,ONBACKORDER,1,13,1.115,15.08,1,1,Standard,Skynet - EParcel,,Airbox 18,API,WCBWR1012:Body Wash Refill: Santorini Sunset (300ml)  [E13]:1;WCSGR1283:Body Wash Refill: Juicy Mango (300/350ml)  [E22]:1;WCLC863:Lip Balm Case: Powder Blue  [0]:2;WCLR1818:Lip Balm Refill: Cola  [D03]:1;WCLC866:Lip Balm Case: Sage  [D13]:1;WCLRSPF620:Lip Balm Refill: SPF Peach & Mango  [A20]:2;WCRS1691:Sensitive Deodorant Refill: Mad Hatter's Tea Party  [0]:1;WCR1260:Deodorant Refill: Energise  [0]:1;WCC1110:Deodorant Case: EBW Star [PF]:1;WCLC1927:Lip Balm Case: Spongebob  [0]:2;,,15/06/2026 00:00:00
Wild (WLD),9177013,FF5145475,2844263RR,15/06/2026 17:58:20,,GERMANY,API,,,ONBACKORDER,1,7,1.019,8.12,1,1,Standard,Skynet - EParcel,,Airbox 18,API,WCLC866:Lip Balm Case: Sage  [D13]:1;WCBWC1831:Body Wash Case: Hot Pink (2.0)  [0]:1;WCR1260:Deodorant Refill: Energise  [0]:1;WCBWR1012:Body Wash Refill: Santorini Sunset (300ml)  [E13]:2;WCLRSPF620:Lip Balm Refill: SPF Peach & Mango  [A20]:1;WCLC863:Lip Balm Case: Powder Blue  [0]:1;,,15/06/2026 00:00:00
