Client,OrderId,OrderNumber,ExternalOrderReference,OrderDate,DespatchDate,Country,Source,PackingNotes,DeliveryDate,OrderStatus,NumberOfParcels,TotalItems,TotalWeight,OrderValue,Part,NumberOfParts,CourierServiceType,CourierService,TrackingNumber,Warehouse,Channel,OrderItems,Tags,RequiredDespatchDate
Wild (WLD),9190316,FF5155826,#5931386,16/06/2026 18:07:13,,UNITED KINGDOM,API,,,ONBACKORDER,1,21,0.577,21.00,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WCLR1818:Lip Balm Refill: Cola  [D03]:2;WCLR2512:Lip Balm Refill: Black Cherry  [A10]:2;WCLR1113:Lip Balm Refill: Plum & Frosted Pear  [0]:1;WCRO2512:Roll On Refill: Black Cherry  [A03]:2;WCRS1817:Sensitive Deodorant Refill: Orange Marmalade  [0]:1;WCR1818:Deodorant Refill: Chupa Chups Cola  [A14]:1;WMIN1261:Mini Deodorant: Calm [0]:2;WMIN549:Mini Deodorant: Cherry Blossom  [A25]:3;WMIN966:Mini Deodorant: Honey & Cactus  [0]:3;WCR549:Deodorant Refill: Cherry Blossom  [B01]:2;WCLR966V2:Lip Balm Refill: Honey V2  [0]:2;,,16/06/2026 00:00:00
Wild (WLD),9192194,FF5157840,2880573,16/06/2026 20:57:05,,GERMANY,API,,,ONBACKORDER,1,9,0.560,48.19,1,1,Standard,Spring - UNTRACKED DDU,,Airbox 18,API,WCROA24:Roll On AP: Cotton & Seasalt   [C07]:2;WCROA549:Roll On AP: Cherry Blossom  [C08]:4;WCROC06:Roll On Case: Aqua  [F13]:1;WCROC2756:Roll On Case: Forest Green  [PF]:1;WCLR619V2:Original Lip Balm Refill V2:1;,,16/06/2026 00:00:00
Wild (WLD),9192344,FF5157508,2880517,16/06/2026 21:06:07,,FRANCE,API,,,ONBACKORDER,1,13,0.845,79.14,1,1,Standard,Mondial Relay,,Airbox 18,API,WCROA86:Roll On AP: Cedar & Sandalwood  [A12]:1;WCROA608:Roll On AP: Amber & Oud  [A27]:1;WCROA3777:AP Roll on Refill: Island Paradise  [C05]:3;WCROA24:Roll On AP: Cotton & Seasalt   [C07]:3;WCROC2756:Roll On Case: Forest Green  [PF]:1;WCROC3775:Roll On Case: Disney Mickey  [F11]:1;WCROC4016:Roll On Case: Disney Princess  [F04]:1;WCROC3774:Roll On Case: Stitch  [F02]:1;WCLR619V2:Original Lip Balm Refill V2:1;,,16/06/2026 00:00:00
Wild (WLD),9192780,FF5158211,2880852,16/06/2026 21:41:32,,ITALY,API,,,ONBACKORDER,1,14,1.292,54.74,1,1,Standard,Skynet - EParcel,,Airbox 18,API,WCLRSPF620:Lip Balm Refill: SPF Peach & Mango  [A20]:1;WCR348:Deodorant Refill: Mint & Aloe Vera  [C03]:1;WCC2332:Deodorant Case: Pastel Blue  [PF]:1;WCROA3777:AP Roll on Refill: Island Paradise  [C05]:1;WCROC2756:Roll On Case: Forest Green  [PF]:1;WCHWR1537:Hand Wash Refill: Spa Daydreams  [E29]:1;WCR86:Deodorant Refill: Sandalwood & Patchouli  [B02]:1;WCROA608:Roll On AP: Amber & Oud  [A27]:1;WMIN507:Mini Deodorant: Thunderstorm  [A07]:1;WCBWMIN1963:Body Wash Mini: Spa Daydreams  [E08]:1;WCBWR608:Body Wash Refill: Oud & Amber (300ml)  [E21]:1;WCLR02V2:Coconut & Vanilla Lip Balm Refill V2:1;WCLC2556:Lip Balm Case: Chrome  [D10]:1;WCLR619V2:Original Lip Balm Refill V2:1;,,16/06/2026 00:00:00
Wild (WLD),9193021,FF5158464,2880835,16/06/2026 22:03:37,,GERMANY,API,,,ONBACKORDER,1,10,0.530,51.53,1,1,Standard,Spring - UNTRACKED DDU,,Airbox 18,API,WCR794:Deodorant Refill: Honey & Cactus Flower  [C14]:1;WCRS216:Sensitive Deodorant Refill: Fresh Cotton & Sea Salt [C18]:1;WCR507:Deodorant Refill: Thunderstorm  [B03]:1;WCR1283:Deodorant Refill: Juicy Mango  [C12]:1;WCROA3777:AP Roll on Refill: Island Paradise  [C05]:1;WCROA24:Roll On AP: Cotton & Seasalt   [C07]:1;WCROA549:Roll On AP: Cherry Blossom  [C08]:1;WCROA507:Roll On AP: Thunderstorm  [E03]:1;WCROC2756:Roll On Case: Forest Green  [PF]:1;WCLR619V2:Original Lip Balm Refill V2:1;,,16/06/2026 00:00:00
Wild (WLD),9193243,FF5158623,2880909,16/06/2026 22:19:01,,GERMANY,API,,,ONBACKORDER,1,7,0.425,43.50,1,1,Standard,Spring - UNTRACKED DDU,,Airbox 18,API,WCROA549:Roll On AP: Cherry Blossom  [C08]:2;WCROA3776: Enchanted Bloom Roll On AP Refill  [C20]:1;WCROC2756:Roll On Case: Forest Green  [PF]:1;WCROC4016:Roll On Case: Disney Princess  [F04]:2;WCLR619V2:Original Lip Balm Refill V2:1;,,16/06/2026 00:00:00
Wild (WLD),9193331,FF5158682,2880945,16/06/2026 22:33:21,,GERMANY,API,,,ONBACKORDER,1,8,0.495,40.84,1,1,Standard,Spring - UNTRACKED DDU,,Airbox 18,API,WCROA608:Roll On AP: Amber & Oud  [A27]:1;WCROA3776: Enchanted Bloom Roll On AP Refill  [C20]:1;WCROA549:Roll On AP: Cherry Blossom  [C08]:2;WCROA3777:AP Roll on Refill: Island Paradise  [C05]:2;WCROC2756:Roll On Case: Forest Green  [PF]:1;WCLR619V2:Original Lip Balm Refill V2:1;,,16/06/2026 00:00:00
Wild (WLD),9193530,FF5158757,2881011,16/06/2026 22:48:57,,GREECE,API,,,ONBACKORDER,1,23,1.119,62.36,1,1,Standard,Skynet - EParcel,,Airbox 18,API,W_ENGRAVED_LB:Engraving: Lip Balm Case (03)  [0]:1;WCLR1072:Lip Balm Refill: Watermelon  [D08]:1;WCLR1245:Lip Balm Refill: Vanilla & Frost  [0]:1;WCLR02V2:Coconut & Vanilla Lip Balm Refill V2:1;WCLC2556:Lip Balm Case: Chrome  [D10]:1;W_ENGRAVED_ROLL:Engraving: Roll On (04)  [0]:1;WCROA86:Roll On AP: Cedar & Sandalwood  [A12]:1;WCROA86:Roll On AP: Cedar & Sandalwood  [A12]:1;WCROA608:Roll On AP: Amber & Oud  [A27]:1;WCROA608:Roll On AP: Amber & Oud  [A27]:1;WCROA507:Roll On AP: Thunderstorm  [E03]:1;WCROA3776: Enchanted Bloom Roll On AP Refill  [C20]:1;WCROA3776: Enchanted Bloom Roll On AP Refill  [C20]:1;WCROA3777:AP Roll on Refill: Island Paradise  [C05]:1;WCROA3777:AP Roll on Refill: Island Paradise  [C05]:1;WCROC2756:Roll On Case: Forest Green  [PF]:1;WCRS1895:Sensitive Deodorant Refill: Strawberries & Cream  [A11]:1;WCRS216:Sensitive Deodorant Refill: Fresh Cotton & Sea Salt [C18]:2;WCC3774:Deodorant Case: Disney Stitch  [F09]:1;WCLR619V2:Original Lip Balm Refill V2:1;WCRO1919:Roll On Refill: Vanilla Butterscotch  [D06]:2;,,16/06/2026 00:00:00
Wild (WLD),9193665,FF5158866,2881041,16/06/2026 23:03:57,,ITALY,API,,,ONBACKORDER,1,14,1.368,41.09,1,1,Standard,Skynet - EParcel,,Airbox 18,API,WCLR619V2:Original Lip Balm Refill V2:1;WCLR619V2:Original Lip Balm Refill V2:1;WCLR619V2:Original Lip Balm Refill V2:1;WCLC747V2:Lip Balm Case: Bee   [0]:1;WCROA86:Roll On AP: Cedar & Sandalwood  [A12]:1;WCROA3776: Enchanted Bloom Roll On AP Refill  [C20]:1;WCROC2756:Roll On Case: Forest Green  [PF]:1;WCROC1838:Roll On Case: Cath Kidson Navy Flower  [F12]:1;WCSGR1283:Body Wash Refill: Juicy Mango (300/350ml)  [E22]:1;WCSGR1283:Body Wash Refill: Juicy Mango (300/350ml)  [E22]:1;WCRS1754:Sensitive Deodorant Refill: Queen of Heart's Cherry Tarts  [0]:1;WCR1260:Deodorant Refill: Energise  [0]:1;WCC59OLD:Deodorant Case: Pink 1.0  [PF]:1;WCC116:Deodorant Case: Dark Blue  [PF]:1;,,16/06/2026 00:00:00
Wild (WLD),9194101,FF5159122,2881071,17/06/2026 00:18:03,,GERMANY,API,,,ONBACKORDER,1,9,0.365,35.14,1,1,Standard,Spring - UNTRACKED DDU,,Airbox 18,API,WCR1103:Deodorant Refill: Vanilla Bean & Buttercream  [0]:1;WCR1283:Deodorant Refill: Juicy Mango  [C12]:1;WCR3777:Deodorant Refill: Island Paradise  [A19]:1;WCLRSPF620:Lip Balm Refill: SPF Peach & Mango  [A20]:1;W_ENGRAVED_ROLL:Engraving: Roll On (04)  [0]:1;WCROA24:Roll On AP: Cotton & Seasalt   [C07]:1;WCROA86:Roll On AP: Cedar & Sandalwood  [A12]:1;WCROC2756:Roll On Case: Forest Green  [PF]:1;WCLR619V2:Original Lip Balm Refill V2:1;,,17/06/2026 00:00:00
Wild (WLD),9195232,FF5160954,2881146,17/06/2026 05:33:27,,GERMANY,API,,,ONBACKORDER,1,7,0.390,43.50,1,1,Standard,Spring - UNTRACKED DDU,,Airbox 18,API,WCROA24:Roll On AP: Cotton & Seasalt   [C07]:1;WCROA608:Roll On AP: Amber & Oud  [A27]:1;WCROC2756:Roll On Case: Forest Green  [PF]:1;WCRS3209:Deodorant Refill: Wild Seduction Sensitive  [A06]:1;WCC1905:Deodorant Case: Cath Kidston Bird  [PF]:1;WCROC747:Roll On Case: Bee  [PF]:1;WCLR619V2:Original Lip Balm Refill V2:1;,,17/06/2026 00:00:00
Wild (WLD),9196212,FF5162419,#5933372,17/06/2026 06:48:16,,UNITED KINGDOM,API,,,ONBACKORDER,1,9,0.679,8.00,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WCLR1818:Lip Balm Refill: Cola  [D03]:1;WCLC1851:Lip Balm Case: Hot Pink  [0]:1;WCRS1817:Sensitive Deodorant Refill: Orange Marmalade  [0]:1;WCLRSPF620:Lip Balm Refill: SPF Peach & Mango  [A20]:1;WCBWC2556:Body Wash Case: Chrome  [0]:1;WCBWR1898:Body Wash Refill: Cherry Chupa Chups (300ml) [E18]:1;WCRS1754:Sensitive Deodorant Refill: Queen of Heart's Cherry Tarts  [0]:2;WCC1981:Deodorant Case: EBW Pink Heart  [PF]:1;,,17/06/2026 00:00:00
Wild (WLD),9196232,FF5162440,2881618,17/06/2026 06:48:50,,ITALY,API,,,ONBACKORDER,1,11,0.437,58.45,1,1,Standard,Skynet - EParcel,,Airbox 18,API,WCLR1071:Lip Balm Refill: Passionfruit  [A22]:1;WCLR1245:Lip Balm Refill: Vanilla & Frost  [0]:1;WCLR619V2:Original Lip Balm Refill V2:1;WCLC747V2:Lip Balm Case: Bee   [0]:1;WCROA507:Roll On AP: Thunderstorm  [E03]:1;WCROA24:Roll On AP: Cotton & Seasalt   [C07]:1;WCROC2756:Roll On Case: Forest Green  [PF]:1;WCR86:Deodorant Refill: Sandalwood & Patchouli  [B02]:1;WCR348:Deodorant Refill: Mint & Aloe Vera  [C03]:2;WCR24:Deodorant Refill: Fresh Cotton & Sea Salt  [B05]:1;,,17/06/2026 00:00:00
Wild (WLD),9196233,FF5162452,2881586,17/06/2026 06:48:52,,GERMANY,API,,,ONBACKORDER,1,9,0.380,36.65,1,1,Standard,Spring - UNTRACKED DDU,,Airbox 18,API,W_ENGRAVED_ROLL:Engraving: Roll On (04)  [0]:1;W_ENGRAVED_ROLL:Engraving: Roll On (04)  [0]:1;WCROA24:Roll On AP: Cotton & Seasalt   [C07]:1;WCROC2756:Roll On Case: Forest Green  [PF]:1;WCLRSPF02V2:Coconut & Vanilla SPF Lip Balm Refill V2:1;WCROA507:Roll On AP: Thunderstorm  [E03]:1;WCROA3777:AP Roll on Refill: Island Paradise  [C05]:1;WCROC06:Roll On Case: Aqua  [F13]:1;WCLR619V2:Original Lip Balm Refill V2:1;,,17/06/2026 00:00:00
Wild (WLD),9196274,FF5162467,#5933383,17/06/2026 07:03:11,,UNITED KINGDOM,API,,,ONBACKORDER,1,3,0.043,6.17,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WCLR02:Lip Balm Refill: Coconut & Vanilla  [0]:1;WCLC864:Lip Balm Case: Rose  [0]:1;W_ENGRAVED:Personalisation Case  [0]:1;,,17/06/2026 00:00:00
Wild (WLD),9196290,FF5162509,#5933395,17/06/2026 07:03:33,,UNITED KINGDOM,API,,,ONBACKORDER,1,10,0.316,10.00,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WCLRSPF620:Lip Balm Refill: SPF Peach & Mango  [A20]:1;WCLRSPF02V2:Coconut & Vanilla SPF Lip Balm Refill V2:1;WCLR619:Lip Balm Refill: Original  [D07]:1;WCLC1851:Lip Balm Case: Hot Pink  [0]:1;WCR1687:Deodorant Refill: Mad Hatter's Tea Party  [0]:1;WCR1751:Deodorant Refill: Summer Breeze  [0]:2;WCRS1754:Sensitive Deodorant Refill: Queen of Heart's Cherry Tarts  [0]:1;WCR1260:Deodorant Refill: Energise  [0]:1;WCBWMIN1963:Body Wash Mini: Spa Daydreams  [E08]:1;,,17/06/2026 00:00:00
Wild (WLD),9196674,FF5162737,2881720,17/06/2026 08:03:50,,GERMANY,API,,,ONBACKORDER,1,11,0.540,58.93,1,1,Standard,Spring - UNTRACKED DDU,,Airbox 18,API,W_ENGRAVED_DEO:Engraving: Deodorant Case (02)  [0]:1;WCR86:Deodorant Refill: Sandalwood & Patchouli  [B02]:1;WCR1103:Deodorant Refill: Vanilla Bean & Buttercream  [0]:1;WCR1283:Deodorant Refill: Juicy Mango  [C12]:1;WCR3805:Deodorant Refill: Morning Meadow  [C09]:1;WCC1905:Deodorant Case: Cath Kidston Bird  [PF]:1;WCROA3777:AP Roll on Refill: Island Paradise  [C05]:1;WCROA3776: Enchanted Bloom Roll On AP Refill  [C20]:1;WCROC2756:Roll On Case: Forest Green  [PF]:1;WCROA608:Roll On AP: Amber & Oud  [A27]:1;WCLR619V2:Original Lip Balm Refill V2:1;,,17/06/2026 00:00:00
Wild (WLD),9196837,FF5162845,2881712,17/06/2026 08:33:21,,GERMANY,API,,,ONBACKORDER,1,9,0.445,48.19,1,1,Standard,Spring - UNTRACKED DDU,,Airbox 18,API,W_ENGRAVED_DEO:Engraving: Deodorant Case (02)  [0]:1;WCR507:Deodorant Refill: Thunderstorm  [B03]:1;WCR3805:Deodorant Refill: Morning Meadow  [C09]:1;WCC3774:Deodorant Case: Disney Stitch  [F09]:1;WCROC2756:Roll On Case: Forest Green  [PF]:1;WCROA608:Roll On AP: Amber & Oud  [A27]:1;WCROA24:Roll On AP: Cotton & Seasalt   [C07]:1;WCROA86:Roll On AP: Cedar & Sandalwood  [A12]:1;WCLR619V2:Original Lip Balm Refill V2:1;,,17/06/2026 00:00:00
Wild (WLD),9197012,FF5114607,#5919132,17/06/2026 08:48:23,,UNITED KINGDOM,API,,,ONBACKORDER,1,5,0.245,5.00,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WCR251:Deodorant Refill: Elderflower & Cucumber  [A09] UK:1;WCRS3206:Deodorant Refill: Black Velvet & Rose Sensitive  [D01]:1;WCBWC1672:Body Wash Case: Red Sundae (2.0)  [0]:1;WCRS1754:Sensitive Deodorant Refill: Queen of Heart's Cherry Tarts  [0]:1;WMIN1670:Mini Deodorant: Alice's Secret Garden  [0]:1;,,11/06/2026 00:00:00
Wild (WLD),9197504,FF5163118,2881816,17/06/2026 09:36:36,,GERMANY,API,,,ONBACKORDER,1,11,1.977,63.08,1,1,Standard,Skynet - EParcel,,Airbox 18,API,WCBWMIN966:Body Wash Mini: Honey & Almond Body Wash Mini  [D04]:2;WCBWR966:Body Wash Refill: Honey & Almond (300ml)  [E11]:1;WCC116:Deodorant Case: Dark Blue  [PF]:1;WCROC2756:Roll On Case: Forest Green  [PF]:1;WCROA3776: Enchanted Bloom Roll On AP Refill  [C20]:1;WCHWR1538:Hand Wash Refill: Citrus Burst  [E05]:1;WCHWR966:Hand Wash Refill: Honey & Almond  [E12]:2;WCLR619V2:Original Lip Balm Refill V2:1;WCR794:Deodorant Refill: Honey & Cactus Flower  [C14]:1;,,17/06/2026 00:00:00
Wild (WLD),9197533,FF5163159,2881886,17/06/2026 09:37:23,,GERMANY,API,,,ONBACKORDER,1,9,0.415,34.08,1,1,Standard,Spring - UNTRACKED DDU,,Airbox 18,API,WCLRSPF620:Lip Balm Refill: SPF Peach & Mango  [A20]:1;WCLR619V2:Original Lip Balm Refill V2:1;WCLR619V2:Original Lip Balm Refill V2:1;W_ENGRAVED_ROLL:Engraving: Roll On (04)  [0]:1;WCROA507:Roll On AP: Thunderstorm  [E03]:2;WCROA549:Roll On AP: Cherry Blossom  [C08]:1;WCROC2756:Roll On Case: Forest Green  [PF]:1;WSOAPH118:Soap Bar: Rhubarb & Raspberry  [0]:1;,,17/06/2026 00:00:00
Wild (WLD),9197615,FF5163179,2881895,17/06/2026 09:51:55,,FRANCE,API,,,ONBACKORDER,1,9,0.480,45.67,1,1,Standard,Skynet - EParcel,,Airbox 18,API,WCC25:Deodorant Case: Black  [PF]:1;WCRS3206:Deodorant Refill: Black Velvet & Rose Sensitive  [D01]:1;WCR3777:Deodorant Refill: Island Paradise  [A19]:1;WCROA507:Roll On AP: Thunderstorm  [E03]:1;WCROA86:Roll On AP: Cedar & Sandalwood  [A12]:1;WCROA608:Roll On AP: Amber & Oud  [A27]:1;WCROC2756:Roll On Case: Forest Green  [PF]:1;WCR1260:Deodorant Refill: Energise  [0]:1;WCLR619V2:Original Lip Balm Refill V2:1;,,17/06/2026 00:00:00
Wild (WLD),9197768,FF5163294,2881898,17/06/2026 10:21:21,,GERMANY,API,,,ONBACKORDER,1,6,0.355,30.05,1,1,Standard,Spring - UNTRACKED DDU,,Airbox 18,API,WCROA507:Roll On AP: Thunderstorm  [E03]:1;WCROA507:Roll On AP: Thunderstorm  [E03]:2;WCROA3776: Enchanted Bloom Roll On AP Refill  [C20]:1;WCROC2756:Roll On Case: Forest Green  [PF]:1;WCLR619V2:Original Lip Balm Refill V2:1;,,17/06/2026 00:00:00
Wild (WLD),9198377,FF5163593,2882055,17/06/2026 11:21:38,,GERMANY,API,,,ONBACKORDER,1,13,0.660,67.74,1,1,Standard,Spring - UNTRACKED DDU,,Airbox 18,API,WCR86:Deodorant Refill: Sandalwood & Patchouli  [B02]:1;WCR24:Deodorant Refill: Fresh Cotton & Sea Salt  [B05]:1;WCR348:Deodorant Refill: Mint & Aloe Vera  [C03]:1;WCR507:Deodorant Refill: Thunderstorm  [B03]:1;WCR1283:Deodorant Refill: Juicy Mango  [C12]:2;WCR3777:Deodorant Refill: Island Paradise  [A19]:1;WCROA507:Roll On AP: Thunderstorm  [E03]:1;WCROA86:Roll On AP: Cedar & Sandalwood  [A12]:1;WCROA608:Roll On AP: Amber & Oud  [A27]:1;WCROA3777:AP Roll on Refill: Island Paradise  [C05]:1;WCROC2756:Roll On Case: Forest Green  [PF]:1;WCLR619V2:Original Lip Balm Refill V2:1;,,17/06/2026 00:00:00
Wild (WLD),9198777,FF5105432,#5916534,17/06/2026 12:07:58,,UNITED KINGDOM,API,,,ONBACKORDER,1,16,1.329,14.00,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WSOAPE1244:Exfoliating Soap: French Lavender  [0]:1;WSOAPH608:Soap Bar: Amber & Oud  [0]:1;WCLR1818:Lip Balm Refill: Cola  [D03]:1;WCLC1851:Lip Balm Case: Hot Pink  [0]:1;WCC2894:Deodorant Case: Dark Floral  [PF]:1;WCLR1971:Lip Balm Refill: Love Heart Swizzles  [E10]:1;WCCDR549:Conditioner Refill: Cherry Blossom  [0]:1;WCSHR549:Strength Shampoo Refill: Cherry Blossom (350ml)  [0]:1;WCR2473:Deodorant Refill: Berry Christmas  [0]:1;WMIN1261:Mini Deodorant: Calm [0]:1;WMIN348:Mini Deodorant: Mint & Aloe Vera  [0]:1;WMIN748:Mini Deodorant: Rainforest Oasis  [0]:1;WMIN2514:Mini Deodorant: Winter Air  [0]:1;WMIN741:Mini Deodorant: Rose Petals  [0]:1;WCR1751:Deodorant Refill: Summer Breeze  [0]:1;WCRS1754:Sensitive Deodorant Refill: Queen of Heart's Cherry Tarts  [0]:1;,,10/06/2026 00:00:00
Wild (WLD),9198804,FF5163800,2882130,17/06/2026 12:08:39,,FRANCE,API,,,ONBACKORDER,1,11,0.520,34.42,1,1,Standard,Skynet - EParcel,,Airbox 18,API,WCR1283:Deodorant Refill: Juicy Mango  [C12]:1;WCR794:Deodorant Refill: Honey & Cactus Flower  [C14]:1;WCR348:Deodorant Refill: Mint & Aloe Vera  [C03]:1;WCR24:Deodorant Refill: Fresh Cotton & Sea Salt  [B05]:1;WCR1103:Deodorant Refill: Vanilla Bean & Buttercream  [0]:1;W_ENGRAVED_ROLL:Engraving: Roll On (04)  [0]:1;WCROA549:Roll On AP: Cherry Blossom  [C08]:1;WCROA507:Roll On AP: Thunderstorm  [E03]:1;WCROA24:Roll On AP: Cotton & Seasalt   [C07]:1;WCROC2756:Roll On Case: Forest Green  [PF]:1;WCLR619V2:Original Lip Balm Refill V2:1;,,17/06/2026 00:00:00
Wild (WLD),9198817,FF5162390,#5933362,17/06/2026 12:09:32,,NORWAY,API,,,ONBACKORDER,1,15,0.499,14.00,1,1,Standard,Whistl - Standard (DDU) - Standard Parcel DDU,,Airbox 18,API,WCLR1818:Lip Balm Refill: Cola  [D03]:1;WCLC1851:Lip Balm Case: Hot Pink  [0]:1;WMIN348:Mini Deodorant: Mint & Aloe Vera  [0]:1;WMIN741:Mini Deodorant: Rose Petals  [0]:1;WMIN1670:Mini Deodorant: Alice's Secret Garden  [0]:2;WCR1688:Deodorant Refill: Alice's Secret Garden  [0]:3;WCRS1691:Sensitive Deodorant Refill: Mad Hatter's Tea Party  [0]:3;WCRS1752:Sensitive Deodorant Refill: Summer Breeze  [0]:2;WCRS1754:Sensitive Deodorant Refill: Queen of Heart's Cherry Tarts  [0]:1;,,17/06/2026 00:00:00
Wild (WLD),9199978,FF5164178,2882267,17/06/2026 13:36:30,,BELGIUM,API,,,ONBACKORDER,1,15,1.794,17.40,1,1,Standard,Skynet - EParcel,,Airbox 18,API,WCLRSPF619V2:Lip Balm Refill: Original SPF V2  [0]:1;WCLC3333:Lip Balm Case: Miffy  [A28]:1;WCBWR1012:Body Wash Refill: Santorini Sunset (300ml)  [E13]:1;WCBWR966:Body Wash Refill: Honey & Almond (300ml)  [E11]:2;WCBWC1053:Body Wash Case: Ombre (2.0)  [0]:1;WCC2472:Deodorant Case: Red Christmas Snoopy  [PF]:1;WCR3805:Deodorant Refill: Morning Meadow  [C09]:1;WCR86:Deodorant Refill: Sandalwood & Patchouli  [B02]:1;WCR794:Deodorant Refill: Honey & Cactus Flower  [C14]:1;WCR507:Deodorant Refill: Thunderstorm  [B03]:1;WCR507:Deodorant Refill: Thunderstorm  [B03]:1;WCC25:Deodorant Case: Black  [PF]:1;WCR549:Deodorant Refill: Cherry Blossom  [B01]:1;WCC3333:Deodorant Case: Miffy  [F10]:1;,,17/06/2026 00:00:00
Wild (WLD),9200566,FF5164481,2882316,17/06/2026 14:36:22,,GERMANY,API,,,ONBACKORDER,1,7,0.340,43.95,1,1,Standard,Spring - UNTRACKED DDU,,Airbox 18,API,WCR24:Deodorant Refill: Fresh Cotton & Sea Salt  [B05]:1;WCR3805:Deodorant Refill: Morning Meadow  [C09]:1;WCRS3206:Deodorant Refill: Black Velvet & Rose Sensitive  [D01]:1;WCROA549:Roll On AP: Cherry Blossom  [C08]:1;WCROA24:Roll On AP: Cotton & Seasalt   [C07]:1;WCROC2756:Roll On Case: Forest Green  [PF]:1;WCLR619V2:Original Lip Balm Refill V2:1;,,17/06/2026 00:00:00
Wild (WLD),9200806,FF5164573,2882409,17/06/2026 14:52:00,,FRANCE,API,,,ONBACKORDER,1,10,0.506,52.43,1,1,Standard,Skynet - EParcel,,Airbox 18,API,WMIN02:Mini Deodorant: Coconut Dreams  [A26]:1;WCROA507:Roll On AP: Thunderstorm  [E03]:1;WCROA608:Roll On AP: Amber & Oud  [A27]:1;WCROA86:Roll On AP: Cedar & Sandalwood  [A12]:1;WCROC2756:Roll On Case: Forest Green  [PF]:1;WCC3773:Deodorant Case: Disney Princess  [F05]:1;WCRS550:Sensitive Deodorant Refill: Cherry Blossom  [C01]:1;WCRS216:Sensitive Deodorant Refill: Fresh Cotton & Sea Salt [C18]:1;WCRS30:Sensitive Deodorant Refill: Coconut & Vanilla [C19]:1;WCLR619V2:Original Lip Balm Refill V2:1;,,17/06/2026 00:00:00
Wild (WLD),9202791,FF5165004,#5934121,17/06/2026 16:21:24,,UNITED KINGDOM,API,,,ONBACKORDER,1,4,0.225,4.00,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WCR507:Deodorant Refill: Thunderstorm  [B03]:1;WCC747:Deodorant Case: EB Bees  [F01]:1;WCR549:Deodorant Refill: Cherry Blossom  [B01]:1;WCC1905:Deodorant Case: Cath Kidston Bird  [PF]:1;,,17/06/2026 00:00:00
Wild (WLD),9203686,FF5165205,WSOS283606,17/06/2026 16:51:55,,UNITED KINGDOM,API,,,ONBACKORDER,1,5,0.350,5.00,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WCC2894:Deodorant Case: Dark Floral  [PF]:1;WCC1285:Deodorant Case: Red Love Heart  [PF]:1;WCC2332:Deodorant Case: Pastel Blue  [PF]:3;,,17/06/2026 00:00:00
Wild (WLD),9203724,FF5143544,112412281,17/06/2026 16:56:44,,GERMANY,API,,22/06/2026 00:00:00,ONBACKORDER,1,3540,1598.640,137244.00,1,1,Standard,(Manual Invoice) Pallet Delivery - Delamode,,Airbox 18,API,WSRP734:Mini Deodorant SRP: EN Fresh Cotton & Sea Salt   [0]:200;WSRP734:Mini Deodorant SRP: EN Fresh Cotton & Sea Salt   [0]:62;WSRP734:Mini Deodorant SRP: EN Fresh Cotton & Sea Salt   [0]:170;WSRP2673:Deodorant Starter Pack SRP: DE Purple + Coconut & Vanilla V2:225;WSRPDE318V2:Deodorant Refill Pack SRP: DE Coconut & Vanilla Dreams (Version II):840;WSRP1410V2:Deodorant Starter Pack SRP: DE Love Heart + Pink Grapefruit (Version II) [0]:225;WSRPDE794V2:Deodorant Refill Pack SRP: DE Cherry Blossom (Version II) [0]:960;WSRP1401V2:Deodorant Starter Pack SRP: DE Bee Case + Honey & Cactus (Version II) [0]:225;WSRP3934:AP Roll On Starter SRP: DE Marble Ditsy + Coconut & Vanilla:408;WSRP2086:Deodorant Starter Pack SRP: DE Cath Kidston Navy + Amber & Oud:225;,,15/06/2026 00:00:00
Wild (WLD),9203948,FF5165364,2882645,17/06/2026 17:14:32,,GERMANY,API,,,ONBACKORDER,1,7,0.350,35.42,1,1,Standard,Spring - UNTRACKED DDU,,Airbox 18,API,WCR549:Deodorant Refill: Cherry Blossom  [B01]:1;WCR24:Deodorant Refill: Fresh Cotton & Sea Salt  [B05]:2;WCROA24:Roll On AP: Cotton & Seasalt   [C07]:2;WCROC2756:Roll On Case: Forest Green  [PF]:1;WCLR619V2:Original Lip Balm Refill V2:1;,,17/06/2026 00:00:00
