Ff_Number,So_Number,Order_Reference,Channel,Order_Created_Date,Warehouse,Planned_Date,Carrier,Sku,Sku_Name,Quantity
FF5229385,SO5801965,AUS358923,Shopify AUS,2026-06-25 04:23:23.839140+00:00,Next (AU),2026-06-25,Next3PL,WCR02,Coconut Dreams - initial_delivery,1.0
FF5229389,SO5801969,AUS358908,Shopify AUS,2026-06-25 04:23:27.651314+00:00,Next (AU),2026-06-25,Next3PL,WCR02,Coconut Dreams - initial_delivery,3.0
FF5229404,SO5801984,AUS358921,Shopify AUS,2026-06-25 04:23:39.608952+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCLR1245,Lip Balm Refill: Vanilla Frost,1.0
FF5229404,SO5801984,AUS358921,Shopify AUS,2026-06-25 04:23:39.608952+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCLR620,Peach & Mango Lip Balm Refill,1.0
FF5229414,SO5801993,AUS358952,Shopify AUS,2026-06-25 04:23:44.928301+00:00,Next (AU),2026-06-25,Next3PL,WCR02,Coconut Dreams - initial_delivery,1.0
FF5229418,SO5801999,AUS358947,Shopify AUS,2026-06-25 04:23:50.836312+00:00,Next (AU),2026-06-25,Next3PL,WCR02,Coconut Dreams - initial_delivery,1.0
FF5229420,SO5802001,AUS358940,Shopify AUS,2026-06-25 04:23:51.594229+00:00,Next (AU),2026-06-25,Next3PL,WCR2260,Deo Refill: Wildflower Bloom,1.0
FF5229422,SO5802002,AUS358963,Shopify AUS,2026-06-25 04:23:51.607353+00:00,Next (AU),2026-06-25,Next3PL,WCR02,Coconut Dreams - initial_delivery,1.0
FF5229427,SO5802006,AUS358960,Shopify AUS,2026-06-25 04:23:55.022263+00:00,Next (AU),2026-06-25,Next3PL,WCR02,Coconut Dreams - initial_delivery,1.0
FF5229428,SO5802008,AUS358958,Shopify AUS,2026-06-25 04:23:55.833899+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCBWR3278,Body Wash Refill: Peachy Kiss,1.0
FF5229428,SO5802008,AUS358958,Shopify AUS,2026-06-25 04:23:55.833899+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCR1282,Love Potion Deo Refill,1.0
FF5229435,SO5802012,AUS358969,Shopify AUS,2026-06-25 04:23:59.014720+00:00,Next (AU),2026-06-25,Next3PL,WCR02,Coconut Dreams - initial_delivery,1.0
FF5229445,SO5802025,AUS358979,Shopify AUS,2026-06-25 04:24:06.968388+00:00,Next (AU),2026-06-25,Next3PL,WCR02,Coconut Dreams - initial_delivery,1.0
FF5229449,SO5802029,AUS358986,Shopify AUS,2026-06-25 04:24:09.135065+00:00,Next (AU),2026-06-25,Next3PL,WCR02,Coconut Dreams - initial_delivery,1.0
FF5229453,SO5802032,AUS358987,Shopify AUS,2026-06-25 04:24:10.290361+00:00,Next (AU),2026-06-25,Next3PL,WCR02,Coconut Dreams - initial_delivery,1.0
FF5229457,SO5802037,AUS358990,Shopify AUS,2026-06-25 04:24:14.494308+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCRO1969,Roll On Refill: Drumsticks,1.0
FF5229457,SO5802037,AUS358990,Shopify AUS,2026-06-25 04:24:14.494308+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCSGR1687,Mad Hatter's Shower Gel,1.0
FF5229463,SO5802043,AUS358992,Shopify AUS,2026-06-25 04:24:26.223578+00:00,Stord (US),2026-06-25,Stord,WCLC1250,Ghost Lip Balm case,1.0
FF5229463,SO5802043,AUS358992,Shopify AUS,2026-06-25 04:24:26.223578+00:00,Stord (US),2026-06-25,Stord,WCLR1071,Passionfruit Swirl Lip Balm Refill,1.0
FF5229523,SO5802104,US900136,Shopify USA,2026-06-25 04:27:16.114708+00:00,Stord (US),2026-06-25,Stord,WCRS1894,Cola sens. Deodorant Refill,1.0
FF5229524,SO5802109,US900150,Shopify USA,2026-06-25 04:27:17.217240+00:00,Stord (US),2026-06-25,Stord,WCRS1894,Cola sens. Deodorant Refill,1.0
FF5229587,SO5802171,US900212,Shopify USA,2026-06-25 04:27:39.942639+00:00,Stord (US),2026-06-25,Stord,WCBWR24,Fresh Cotton and Sea Salt 300ml Body Wash Refill,3.0
FF5229612,SO5802197,US900232,Shopify USA,2026-06-25 04:27:48.437194+00:00,Stord (US),2026-06-25,Stord,WCRS1894,Cola sens. Deodorant Refill,1.0
FF5229614,SO5802193,US900215,Shopify USA,2026-06-25 04:27:47.738272+00:00,Stord (US),2026-06-25,Stord,WCBWR24,Fresh Cotton and Sea Salt 300ml Body Wash Refill,3.0
FF5229681,SO5802260,US900256,Shopify USA,2026-06-25 04:28:10.336452+00:00,Stord (US),2026-06-25,Stord,WCBWR24,Fresh Cotton and Sea Salt 300ml Body Wash Refill,1.0
FF5229684,SO5802262,2897775,Shopify EU,2026-06-25 04:28:10.561427+00:00,Airbox (EU),2026-06-25,Airbox,WCR1919,Vanilla Butterscotch Deo Refill,1.0
FF5229689,SO5802270,2897781,Shopify EU,2026-06-25 04:28:11.964229+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCR3205,Deo Refill: Black Rose and Velvet,1.0
FF5229693,SO5802273,US900265,Shopify USA,2026-06-25 04:28:14.788006+00:00,Stord (US),2026-06-25,Stord,WCRS1713,Love Potion sens. Deo Refill,1.0
FF5229697,SO5802278,US900259,Shopify USA,2026-06-25 04:28:15.949650+00:00,Stord (US),2026-06-25,Stord,WCR2554,Deo Refill: Winter Breeze,1.0
FF5229744,SO5802326,2897808,Shopify EU,2026-06-25 04:28:32.089679+00:00,Airbox (EU),2026-06-25,Airbox,WCR1919,Vanilla Butterscotch Deo Refill,1.0
FF5229838,SO5802419,2897847,Shopify EU,2026-06-25 04:29:07.715442+00:00,Airbox (EU),2026-06-25,Airbox,WCR1919,Vanilla Butterscotch Deo Refill,1.0
FF5229900,SO5802481,US900364,Shopify USA,2026-06-25 04:29:30.282674+00:00,Stord (US),2026-06-25,Stord,WCBWR24,Fresh Cotton and Sea Salt 300ml Body Wash Refill,1.0
FF5229920,SO5802497,US900361,Shopify USA,2026-06-25 04:29:37.021428+00:00,Stord (US),2026-06-25,Stord,WSOAPH608,Amber & Oud Hand Soap,3.0
FF5230128,SO5802705,US900493,Shopify USA,2026-06-25 04:30:57.439451+00:00,Stord (US),2026-06-25,Stord,WCBWR24,Fresh Cotton and Sea Salt 300ml Body Wash Refill,2.0
FF5230218,SO5802800,US900540,Shopify USA,2026-06-25 04:31:33.281140+00:00,Stord (US),2026-06-25,Stord,WCBWR24,Fresh Cotton and Sea Salt 300ml Body Wash Refill,3.0
FF5230223,SO5802806,US900548,Shopify USA,2026-06-25 04:31:35.598386+00:00,Stord (US),2026-06-25,Stord,WCR2554,Deo Refill: Winter Breeze,1.0
FF5230251,SO5802829,US900558,Shopify USA,2026-06-25 04:31:44.960465+00:00,Stord (US),2026-06-25,Stord,WCRS1894,Cola sens. Deodorant Refill,1.0
FF5230359,SO5802940,2898114,Shopify EU,2026-06-25 04:32:30.219362+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCR3205,Deo Refill: Black Rose and Velvet,1.0
FF5230447,SO5803029,2898198,Shopify EU,2026-06-25 04:33:08.877786+00:00,Airbox (EU),2026-06-25,Airbox,WCHWR2512,Black Cherry Handwash,1.0
FF5230483,SO5803064,#5952644,Shopify UK,2026-06-25 04:33:42.542830+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCRS1754,Queen of Heart's Cherry Tarts Sensitive Deo Refill,1.0
FF5230599,SO5803180,2898234,Shopify EU,2026-06-25 05:16:14.658156+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCLR619V2,Original Lip Balm Refill V2,1.0
FF5230700,SO5803281,#5952650,Shopify UK,2026-06-25 05:48:12.677937+00:00,Airbox (EU),2026-06-25,Airbox,WCR251,Elderflower & Cucumber - initial_delivery,1.0
FF5230732,SO5803314,2898281,Shopify EU,2026-06-25 05:58:29.230277+00:00,Airbox (EU),2026-06-25,Airbox,WCR1919,Vanilla Butterscotch Deo Refill,1.0
FF5230765,SO5803347,US900638,Shopify USA,2026-06-25 06:08:10.239492+00:00,Stord (US),2026-06-25,Stord,WCR2554,Deo Refill: Winter Breeze,1.0
FF5230891,SO5803473,2898317,Shopify EU,2026-06-25 06:41:22.014379+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCROC2738,Roll On Case: Love Heart,1.0
FF5230919,SO5803501,#5952718,Shopify UK,2026-06-25 06:49:44.942517+00:00,Airbox (EU),2026-06-25,Airbox,WCROC2556,Roll On Case: Chrome,1.0
FF5231063,SO5803645,2898368,Shopify EU,2026-06-25 07:24:04.913409+00:00,Airbox (EU),2026-06-25,Airbox,WCLC866,Sage Lip Balm Case,1.0
FF5231260,SO5803841,2898426,Shopify EU,2026-06-25 08:08:17.030525+00:00,Airbox (EU),2026-06-25,Airbox,WCROL747,Roll On Roller: Blue,1.0
FF5231356,SO5803935,#5952826,Shopify UK,2026-06-25 08:23:18.555521+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCROL747,Roll On Roller: Blue,1.0
FF5231418,SO5803997,#5952844,Shopify UK,2026-06-25 08:37:37.848337+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCR1687,Mad Hatter's Tea Party Deodorant Refill,2.0
FF5231440,SO5804019,#5952851,Shopify UK,2026-06-25 08:43:04.471712+00:00,Airbox (EU),2026-06-25,Airbox,WCROC2556,Roll On Case: Chrome,1.0
FF5231456,SO5804035,2898491,Shopify EU,2026-06-25 08:45:35.425281+00:00,Airbox (EU),2026-06-25,Airbox,WCROL747,Roll On Roller: Blue,1.0
FF5231458,SO5804037,#5952857,Shopify UK,2026-06-25 08:45:46.634954+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCR1687,Mad Hatter's Tea Party Deodorant Refill,1.0
FF5231458,SO5804037,#5952857,Shopify UK,2026-06-25 08:45:46.634954+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCRS1754,Queen of Heart's Cherry Tarts Sensitive Deo Refill,1.0
FF5231505,SO5804084,#5952874,Shopify UK,2026-06-25 08:58:44.925356+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCRS1754,Queen of Heart's Cherry Tarts Sensitive Deo Refill,1.0
FF5231532,SO5804111,#5952883,Shopify UK,2026-06-25 09:03:46.472971+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCR1687,Mad Hatter's Tea Party Deodorant Refill,1.0
FF5231557,SO5804136,#5952890,Shopify UK,2026-06-25 09:10:02.452888+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCR1687,Mad Hatter's Tea Party Deodorant Refill,1.0
FF5231570,SO5804149,#5952892,Shopify UK,2026-06-25 09:11:59.045857+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCR1687,Mad Hatter's Tea Party Deodorant Refill,1.0
FF5231657,SO5804236,#5952916,Shopify UK,2026-06-25 09:29:06.690140+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCRS1754,Queen of Heart's Cherry Tarts Sensitive Deo Refill,1.0
FF5231734,SO5804313,2898571,Shopify EU,2026-06-25 09:42:51.350707+00:00,Airbox (EU),2026-06-25,Airbox,WCLC866,Sage Lip Balm Case,1.0
FF5232105,SO5804681,AUS359055,Shopify AUS,2026-06-25 10:44:15.662210+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCBWR3278,Body Wash Refill: Peachy Kiss,1.0
FF5232148,SO5804723,#5953022,Shopify UK,2026-06-25 10:51:57.840413+00:00,Next (AU),2026-06-25,Next3PL,WCROA3994,AP Roll On Refill: ER Garden of England,1.0
FF5232225,SO5804799,2898717,Shopify EU,2026-06-25 11:08:08.848472+00:00,Stord (US),2026-06-25,Stord,WCBWMIN1283,Juicy Mango Body Wash Mini,1.0
FF5232225,SO5804799,2898717,Shopify EU,2026-06-25 11:08:08.848472+00:00,Stord (US),2026-06-25,Stord,WCROA02,AP Roll On: Coconut & Vanilla,1.0
FF5232225,SO5804799,2898717,Shopify EU,2026-06-25 11:08:08.848472+00:00,Stord (US),2026-06-25,Stord,WCROA24,AP Roll On: Cotton & Seasalt,1.0
FF5232225,SO5804799,2898717,Shopify EU,2026-06-25 11:08:08.848472+00:00,Stord (US),2026-06-25,Stord,WCROA3777,AP Roll On Island Paradise,1.0
FF5232225,SO5804799,2898717,Shopify EU,2026-06-25 11:08:08.848472+00:00,Stord (US),2026-06-25,Stord,WCROA3994EU,AP Roll On Refill: L'Orangerie,1.0
FF5232225,SO5804799,2898717,Shopify EU,2026-06-25 11:08:08.848472+00:00,Stord (US),2026-06-25,Stord,WCROA608,Roll On AP: Amber & Oud,1.0
FF5232225,SO5804799,2898717,Shopify EU,2026-06-25 11:08:08.848472+00:00,Stord (US),2026-06-25,Stord,WCROA86,AP Roll On Refill: Sandalwood & Cedar,1.0
FF5232226,SO5804800,#5953133,Shopify UK,2026-06-25 11:08:13.434833+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCR1751,Summer Breeze Deodorant Refill,1.0
FF5232226,SO5804800,#5953133,Shopify UK,2026-06-25 11:08:13.434833+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCRS1263,Energise Sensitive Deo Refill,1.0
FF5232313,SO5804886,2898747,Shopify EU,2026-06-25 11:22:41.577449+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCC20,Purple Deodorant Case,1.0
FF5232313,SO5804886,2898747,Shopify EU,2026-06-25 11:22:41.577449+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCLR619V2,Original Lip Balm Refill V2,1.0
FF5232313,SO5804886,2898747,Shopify EU,2026-06-25 11:22:41.577449+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCR3994EU,Deo Refill: L'Orangerie Secrete / EU ER Garden of England,1.0
FF5232326,SO5804899,2898752,Shopify EU,2026-06-25 11:23:18.838128+00:00,Airbox (EU),2026-06-25,Airbox,WCROC3333,Roll On Case: Miffy,1.0
FF5232349,SO5804921,#5953168,Shopify UK,2026-06-25 11:26:55.564340+00:00,Airbox (EU),2026-06-25,Airbox,WCC2112,Forest Green Deo Case,1.0
FF5232429,SO5805001,#5953138,Shopify UK,2026-06-25 11:39:48.637944+00:00,Airbox (EU),2026-06-25,Airbox,WCROC3130,Roll On Case: Leopard,1.0
FF5232435,SO5805007,2898786,Shopify EU,2026-06-25 11:41:48.563956+00:00,Airbox (EU),2026-06-25,Airbox,WCROL1905,Roll On Roller: Pink,1.0
FF5232463,SO5805035,2898735,Shopify EU,2026-06-25 11:48:17.501295+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCROA3994EU,AP Roll On Refill: L'Orangerie,2.0
FF5232466,SO5805038,2898793,Shopify EU,2026-06-25 11:48:29.593652+00:00,Airbox (EU),2026-06-25,Airbox,WCROL747,Roll On Roller: Blue,1.0
FF5232501,SO5805073,2898807,Shopify EU,2026-06-25 11:54:13.197931+00:00,Airbox (EU),2026-06-25,Airbox,WCROL1905,Roll On Roller: Pink,1.0
FF5232526,SO5805098,#5953216,Shopify UK,2026-06-25 11:59:52.539297+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCROL1905,Roll On Roller: Pink,1.0
FF5232607,SO5805179,2898829,Shopify EU,2026-06-25 12:12:32.073962+00:00,Airbox (EU),2026-06-25,Airbox,WCRS2557,Deo Refill: Vanilla Butterscotch Sens,1.0
FF5232613,SO5805185,#5953235,Shopify UK,2026-06-25 12:13:53.384496+00:00,Airbox (EU),2026-06-25,Airbox,WCLC866,Sage Lip Balm Case,1.0
FF5232613,SO5805185,#5953235,Shopify UK,2026-06-25 12:13:53.384496+00:00,Airbox (EU),2026-06-25,Airbox,WCROC3129,Roll on Case: Valentine's Day Hearts,1.0
FF5232673,SO5805245,2898842,Shopify EU,2026-06-25 12:26:09.199809+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCBWR3994EU,Body Wash EU ER Garden Of England,1.0
FF5232680,SO5805252,2898844,Shopify EU,2026-06-25 12:27:45.324952+00:00,Airbox (EU),2026-06-25,Airbox,WCLC866,Sage Lip Balm Case,1.0
FF5232876,SO5805448,#5953313,Shopify UK,2026-06-25 13:04:36.192933+00:00,Airbox (EU),2026-06-25,Airbox,WCBWR3207,Body Wash Refill: Cotton Cloud,1.0
FF5232876,SO5805448,#5953313,Shopify UK,2026-06-25 13:04:36.192933+00:00,Airbox (EU),2026-06-25,Airbox,WCROC2756,Roll On Case: Forest Green,1.0
FF5232876,SO5805448,#5953313,Shopify UK,2026-06-25 13:04:36.192933+00:00,Airbox (EU),2026-06-25,Airbox,WCROC3130,Roll On Case: Leopard,1.0
FF5232923,SO5805493,2898914,Shopify EU,2026-06-25 13:14:45.585410+00:00,Stord (US),2026-06-25,Stord,WCR3994EU,Deo Refill: L'Orangerie Secrete / EU ER Garden of England,1.0
FF5233087,SO5805658,#5953375,Shopify UK,2026-06-25 13:46:05.680920+00:00,Stord (US),2026-06-25,Stord,WCLR02V2,Coconut & Vanilla Lip Balm Refill V2,1.0
FF5233087,SO5805658,#5953375,Shopify UK,2026-06-25 13:46:05.680920+00:00,Stord (US),2026-06-25,Stord,WCROA24,AP Roll On: Cotton & Seasalt,1.0
FF5233087,SO5805658,#5953375,Shopify UK,2026-06-25 13:46:05.680920+00:00,Stord (US),2026-06-25,Stord,WCROA3776,AP Roll On Enchanted Bloom,1.0
FF5233100,SO5805671,2898978,Shopify EU,2026-06-25 13:48:35.000314+00:00,Airbox (EU),2026-06-25,Airbox,WCROL747,Roll On Roller: Blue,1.0
FF5233129,SO5805700,#5953379,Shopify UK,2026-06-25 13:52:01.486322+00:00,Stord (US),2026-06-25,Stord,WCBWMIN966,Honey & Almond Body Wash Mini,1.0
FF5233129,SO5805700,#5953379,Shopify UK,2026-06-25 13:52:01.486322+00:00,Stord (US),2026-06-25,Stord,WCROA3207,Roll On AP: Cotton Cloud,1.0
FF5233129,SO5805700,#5953379,Shopify UK,2026-06-25 13:52:01.486322+00:00,Stord (US),2026-06-25,Stord,WCROA3777,AP Roll On Island Paradise,1.0
FF5233154,SO5805725,2899000,Shopify EU,2026-06-25 13:55:32.989532+00:00,Stord (US),2026-06-25,Stord,WCROA3777,AP Roll On Island Paradise,1.0
FF5233154,SO5805725,2899000,Shopify EU,2026-06-25 13:55:32.989532+00:00,Stord (US),2026-06-25,Stord,WCROA507,Roll On AP: Thunderstorm,1.0
FF5233194,SO5805765,2899015,Shopify EU,2026-06-25 14:02:50.392938+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCROC2738,Roll On Case: Love Heart,1.0
FF5233201,SO5805772,2899017,Shopify EU,2026-06-25 14:03:54.084125+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCLR619V2,Original Lip Balm Refill V2,1.0
FF5233201,SO5805772,2899017,Shopify EU,2026-06-25 14:03:54.084125+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCROC2738,Roll On Case: Love Heart,1.0
FF5233264,SO5805835,#5953371,Shopify UK,2026-06-25 14:15:14.196865+00:00,Airbox (EU),2026-06-25,Airbox,WCBWR3207,Body Wash Refill: Cotton Cloud,1.0
FF5233275,SO5805846,#5953405,Shopify UK,2026-06-25 14:17:35.667581+00:00,Airbox (EU),2026-06-25,Airbox,WCR251,Elderflower & Cucumber - initial_delivery,1.0
FF5233311,SO5805882,2899052,Shopify EU,2026-06-25 14:22:43.906827+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCR3994EU,Deo Refill: L'Orangerie Secrete / EU ER Garden of England,1.0
FF5233388,SO5805959,#5953429,Shopify UK,2026-06-25 14:35:20.562773+00:00,Airbox (EU),2026-06-25,Airbox,WCR251,Elderflower & Cucumber - initial_delivery,1.0
FF5233463,SO5806033,2899100,Shopify EU,2026-06-25 14:46:07.712396+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCBWR3994EU,Body Wash EU ER Garden Of England,1.0
FF5233463,SO5806033,2899100,Shopify EU,2026-06-25 14:46:07.712396+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCLR619V2,Original Lip Balm Refill V2,1.0
FF5233510,SO5806080,2899115,Shopify EU,2026-06-25 14:52:46.710491+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCLR619V2,Original Lip Balm Refill V2,1.0
FF5233789,SO5806397,#5953506,Shopify UK,2026-06-25 15:21:46.579131+00:00,Stord (US),2026-06-25,Stord,WCC2112,Forest Green Deo Case,1.0
FF5234056,SO5806657,#5953549,Shopify UK,2026-06-25 15:59:30.334358+00:00,Next (AU),2026-06-25,Next3PL,WCBWMIN1012,Santorini Sunset Body Wash Mini,1.0
FF5234358,SO5806959,2899255,Shopify EU,2026-06-25 16:27:18.107263+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCLR619V2,Original Lip Balm Refill V2,1.0
FF5234485,SO5807086,US900916,Shopify USA,2026-06-25 16:45:43.840990+00:00,Next (AU),2026-06-25,Next3PL,WBU5533US,Snoopy His & Hers Bundle,1.0
FF5234561,SO5807162,2899302,Shopify EU,2026-06-25 16:55:51.907777+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCROC2738,Roll On Case: Love Heart,1.0
FF5234752,SO5807353,#5953754,Shopify UK,2026-06-25 17:31:28.152963+00:00,Airbox (EU),2026-06-25,Airbox,WCR251,Elderflower & Cucumber - initial_delivery,2.0
FF5234752,SO5807353,#5953754,Shopify UK,2026-06-25 17:31:28.152963+00:00,Airbox (EU),2026-06-25,Airbox,WCROC3130,Roll On Case: Leopard,1.0
FF5234755,SO5807355,2899367,Shopify EU,2026-06-25 17:31:52.037972+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCLR619V2,Original Lip Balm Refill V2,1.0
FF5234761,SO5807362,#5953747,Shopify UK,2026-06-25 17:32:26.460085+00:00,Airbox (EU),2026-06-25,Airbox,WCROC2756,Roll On Case: Forest Green,1.0
FF5235008,SO5807609,2899435,Shopify EU,2026-06-25 18:15:34.201969+00:00,Stord (US),2026-06-25,Stord,WCRS1117,Arctic Ice Q Sens Deo Refill,1.0
FF5235160,SO5807789,2899475,Shopify EU,2026-06-25 18:37:34.662502+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCLR1245,Lip Balm Refill: Vanilla Frost,1.0
FF5235224,SO5807853,2899487,Shopify EU,2026-06-25 18:45:37.429974+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCLR619V2,Original Lip Balm Refill V2,1.0
FF5235224,SO5807853,2899487,Shopify EU,2026-06-25 18:45:37.429974+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCR3994EU,Deo Refill: L'Orangerie Secrete / EU ER Garden of England,1.0
FF5235228,SO5807857,2899491,Shopify EU,2026-06-25 18:46:25.981189+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCLR619V2,Original Lip Balm Refill V2,1.0
FF5235228,SO5807857,2899491,Shopify EU,2026-06-25 18:46:25.981189+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCROC2738,Roll On Case: Love Heart,1.0
FF5235353,SO5808024,#5953821,Shopify UK,2026-06-25 19:04:49.187651+00:00,Stord (US),2026-06-25,Stord,WCBWR1963,Spa Daydreams Body Wash Refill 300ml,1.0
FF5235353,SO5808024,#5953821,Shopify UK,2026-06-25 19:04:49.187651+00:00,Stord (US),2026-06-25,Stord,WCBWR3207,Body Wash Refill: Cotton Cloud,1.0
FF5235353,SO5808024,#5953821,Shopify UK,2026-06-25 19:04:49.187651+00:00,Stord (US),2026-06-25,Stord,WCBWR3994,Body Wash Refill: ER Garden of England,1.0
FF5235353,SO5808024,#5953821,Shopify UK,2026-06-25 19:04:49.187651+00:00,Stord (US),2026-06-25,Stord,WCR3994,Deo Refill: ER Garden Of England,1.0
FF5235365,SO5808036,2899527,Shopify EU,2026-06-25 19:06:48.079967+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCROC2738,Roll On Case: Love Heart,1.0
FF5235468,SO5808139,2899555,Shopify EU,2026-06-25 19:22:25.610512+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCLR619V2,Original Lip Balm Refill V2,1.0
FF5235627,SO5808298,#5953874,Shopify UK,2026-06-25 19:43:03.944122+00:00,Stord (US),2026-06-25,Stord,WCRS3206,Deo Refill: Black Rose and Velvet Sens,1.0
FF5235627,SO5808298,#5953874,Shopify UK,2026-06-25 19:43:03.944122+00:00,Stord (US),2026-06-25,Stord,WCRS3209,Deo Refill: Wild Seduction Sensitive,1.0
FF5235691,SO5808362,2899626,Shopify EU,2026-06-25 19:54:24.700891+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCLR1245,Lip Balm Refill: Vanilla Frost,1.0
FF5235812,SO5808441,#5953943,Shopify UK,2026-06-25 20:05:07.505960+00:00,Airbox (EU),2026-06-25,Airbox,WCBWR3207,Body Wash Refill: Cotton Cloud,1.0
FF5235897,SO5808526,2899660,Shopify EU,2026-06-25 20:17:12.047338+00:00,Airbox (EU),2026-06-25,Airbox,WCR1919,Vanilla Butterscotch Deo Refill,1.0
FF5235929,SO5808558,2899682,Shopify EU,2026-06-25 20:19:29.831254+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCR3205,Deo Refill: Black Rose and Velvet,1.0
FF5236057,SO5808686,US901132,Shopify USA,2026-06-25 20:31:52.632780+00:00,Stord (US),2026-06-25,Stord,WCRS1894,Cola sens. Deodorant Refill,1.0
FF5236061,SO5808690,AUS359098,Shopify AUS,2026-06-25 20:32:08.385277+00:00,Next (AU),2026-06-25,Next3PL,WCR02,Coconut Dreams - initial_delivery,1.0
FF5236062,SO5808691,AUS359096,Shopify AUS,2026-06-25 20:32:10.482476+00:00,Next (AU),2026-06-25,Next3PL,WCR02,Coconut Dreams - initial_delivery,1.0
FF5236085,SO5808715,AUS359111,Shopify AUS,2026-06-25 20:34:01.770450+00:00,Next (AU),2026-06-25,Next3PL,WCR02,Coconut Dreams - initial_delivery,1.0
FF5236126,SO5808755,US901157,Shopify USA,2026-06-25 20:36:25.844917+00:00,Stord (US),2026-06-25,Stord,WCBWR3207,Body Wash Refill: Cotton Cloud,3.0
FF5236132,SO5808760,US901158,Shopify USA,2026-06-25 20:36:46.624124+00:00,Stord (US),2026-06-25,Stord,WCBWR3207,Body Wash Refill: Cotton Cloud,2.0
FF5236315,SO5808944,#5954023,Shopify UK,2026-06-25 21:04:33.447798+00:00,Airbox (EU),2026-06-25,Airbox,WCC1981,EBW Pink Heart Deo Case,1.0
FF5236392,SO5808991,US901192,Shopify USA,2026-06-25 21:12:36.282747+00:00,Stord (US),2026-06-25,Stord,WMIN348,Mint & Aloe Vera Mini Deodorant,1.0
FF5236543,SO5809142,2899788,Shopify EU,2026-06-25 21:34:07.108920+00:00,UKAB (Airbox 18),2026-06-25,UKAB (Airbox 18),WCLR619V2,Original Lip Balm Refill V2,1.0
FF5237171,SO5809770,2899841,Shopify EU,2026-06-25 23:31:33.996133+00:00,Airbox (EU),2026-06-26,Airbox,WCROL1905,Roll On Roller: Pink,1.0
