product/rec_name,from_location/rec_name,to_location/rec_name,quantity,uom/rec_name,planned_date,effective_date,state,tpl_sku
[WSRP572] Fresh Cotton 40g Refill 2 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1823-US] AMZ US Men Refill Trio,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1093] Refill variety pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1486] AMZ UK Deo Pink/Cotton,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1093-EU] EU Refill variety pack,FBA GE - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1823] AMZ UK Mens Refill trio,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1823-EU] AMZ EU Mens Refill trio,FBA GE - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP2903-US] AMZ Black & Honey Starter,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP573-US] US Fresh Cotton 40g Refill3Pck,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
"[WSRP3149-US] AMZ US Mini 3: Cot, Coco, Cherry",FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1825-US] AMZ Bee Full Monty,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP575] Coconut 40g Refill 3 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP3352-US] AMZ US LB Bee + Coco/Honey/Passion,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1092-EU] EU Aqua + refill variety pack,FBA FR - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1092-US] US Aqua + refill variety pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP965-EU] Amazon EU Black Bundle,FBA FR - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1486-EU] AMZ EU Deo Pink/Cotton,FBA IT - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP573-US] US Fresh Cotton 40g Refill3Pck,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1093] Refill variety pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1099] Cherry Blossom Refill Duo,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1486] AMZ UK Deo Pink/Cotton,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
"[WSRP3149-US] AMZ US Mini 3: Cot, Coco, Cherry",FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP2585-US] AMZ US Aqua/Pink Grapefruit,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP573-US] US Fresh Cotton 40g Refill3Pck,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1092-US] US Aqua + refill variety pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
"[WSRP3149-EU] AMZ EU Mini 3: Cot, Coco, Cherry",FBA GE - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1100-US] US Cherry Blossom Refill Trio,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1093-US] US Refill variety pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1092] Aqua + refill variety pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1290] Amzn FM UK Purple + 5 refills,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1823] AMZ UK Mens Refill trio,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP965] Amazon UK Black Bundle,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
"[WSRP3149] AMZ UK Mini 3: Cot, Coco, Cherry",FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP5877UK] Amazon: Chrome Deo + 3 Refills 2026,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1093] Refill variety pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP2585-US] AMZ US Aqua/Pink Grapefruit,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
"[WSRP3149] AMZ UK Mini 3: Cot, Coco, Cherry",FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP2585] AMZ Aqua/Pink Grapefruit,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
"[WSRP2329-EU] AMZ EU BW Rose + Honey, Amber, Sant",FBA GE - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1093-US] US Refill variety pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1093-US] US Refill variety pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1290-EU] Amzn FM EU Purple + 5 refills,FBA GE - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP572] Fresh Cotton 40g Refill 2 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP5885UK] Amazon UK: Men Forest Green + 3 AP Refills 2026,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1092-EU] EU Aqua + refill variety pack,FBA FR - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP573-US] US Fresh Cotton 40g Refill3Pck,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1486-EU] AMZ EU Deo Pink/Cotton,FBA IT - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1093] Refill variety pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP573] Fresh Cotton 40g Refill 3 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP2585-US] AMZ US Aqua/Pink Grapefruit,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP2585-EU] AMZ EU Aqua/Pink Grapefruit,FBA IT - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1823-US] AMZ US Men Refill Trio,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP665] Mini 3 pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1093] Refill variety pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
"[WSRP3149-EU] AMZ EU Mini 3: Cot, Coco, Cherry",FBA FR - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1093] Refill variety pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1823-EU] AMZ EU Mens Refill trio,FBA GE - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
"[WSRP3149-EU] AMZ EU Mini 3: Cot, Coco, Cherry",FBA GE - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1823-US] AMZ US Men Refill Trio,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1486-EU] AMZ EU Deo Pink/Cotton,FBA FR - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1093] Refill variety pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1093-US] US Refill variety pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP573] Fresh Cotton 40g Refill 3 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1093-US] US Refill variety pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP573-US] US Fresh Cotton 40g Refill3Pck,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP2903-US] AMZ Black & Honey Starter,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1823-US] AMZ US Men Refill Trio,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1486] AMZ UK Deo Pink/Cotton,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP575-US] US Coconut 40g Refill 3 Pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP575-US] US Coconut 40g Refill 3 Pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1823-EU] AMZ EU Mens Refill trio,FBA GE - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP575] Coconut 40g Refill 3 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
"[WSRP3149-US] AMZ US Mini 3: Cot, Coco, Cherry",FBA USA - Storage Zone,Reserved Inventory,2.0,u,2026-07-05,,assigned,
[WSRP1093-EU] EU Refill variety pack,FBA GE - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP574] Coconut 40g Refill 2 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
"[WSRP3149-US] AMZ US Mini 3: Cot, Coco, Cherry",FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP5871EU] Amazon EU: SPF Trio Pack 2026,FBA GE - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP575-US] US Coconut 40g Refill 3 Pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1823-US] AMZ US Men Refill Trio,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
"[WSRP3149-US] AMZ US Mini 3: Cot, Coco, Cherry",FBA USA - Storage Zone,Reserved Inventory,2.0,u,2026-07-05,,assigned,
"[WSRP3149-EU] AMZ EU Mini 3: Cot, Coco, Cherry",FBA FR - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1093-US] US Refill variety pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1092-US] US Aqua + refill variety pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
"[WSRP3149-US] AMZ US Mini 3: Cot, Coco, Cherry",FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP575-US] US Coconut 40g Refill 3 Pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1093-EU] EU Refill variety pack,FBA GE - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP573-US] US Fresh Cotton 40g Refill3Pck,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1823] AMZ UK Mens Refill trio,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1093] Refill variety pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1823] AMZ UK Mens Refill trio,FBA UK - Storage Zone,Reserved Inventory,2.0,u,2026-07-05,,assigned,
[WSRP1823-US] AMZ US Men Refill Trio,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP965-EU] Amazon EU Black Bundle,FBA FR - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP5885UK] Amazon UK: Men Forest Green + 3 AP Refills 2026,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP3350-US] AMZ US LB Trio: Coco/honey/Passionfruit,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1093] Refill variety pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
"[WSRP2330] AMZ UK BW Refill Trio Honey, Amber, Sant",FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
"[WSRP3149-EU] AMZ EU Mini 3: Cot, Coco, Cherry",FBA FR - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1093] Refill variety pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
"[WSRP3149-US] AMZ US Mini 3: Cot, Coco, Cherry",FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1093-US] US Refill variety pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP575] Coconut 40g Refill 3 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
"[WSRP3149-EU] AMZ EU Mini 3: Cot, Coco, Cherry",FBA GE - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1092-US] US Aqua + refill variety pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1290] Amzn FM UK Purple + 5 refills,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP573-US] US Fresh Cotton 40g Refill3Pck,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1823-EU] AMZ EU Mens Refill trio,FBA GE - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP572] Fresh Cotton 40g Refill 2 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1823-US] AMZ US Men Refill Trio,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1823-US] AMZ US Men Refill Trio,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1093-US] US Refill variety pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP575-US] US Coconut 40g Refill 3 Pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1093-US] US Refill variety pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1823-EU] AMZ EU Mens Refill trio,FBA GE - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP5876EU] Amazon EU: Aqua RO + 3 AP Refills 2026,FBA GE - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1486] AMZ UK Deo Pink/Cotton,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP573-US] US Fresh Cotton 40g Refill3Pck,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP965-EU] Amazon EU Black Bundle,FBA ES - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1093-US] US Refill variety pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
"[WSRP3149-EU] AMZ EU Mini 3: Cot, Coco, Cherry",FBA GE - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1092-EU] EU Aqua + refill variety pack,FBA GE - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP575-US] US Coconut 40g Refill 3 Pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP573-US] US Fresh Cotton 40g Refill3Pck,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1290] Amzn FM UK Purple + 5 refills,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
"[WSRP3149-US] AMZ US Mini 3: Cot, Coco, Cherry",FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1823] AMZ UK Mens Refill trio,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP572] Fresh Cotton 40g Refill 2 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1099] Cherry Blossom Refill Duo,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP572] Fresh Cotton 40g Refill 2 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1823-US] AMZ US Men Refill Trio,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1093] Refill variety pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1823-EU] AMZ EU Mens Refill trio,FBA GE - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1093-US] US Refill variety pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1100-US] US Cherry Blossom Refill Trio,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1823] AMZ UK Mens Refill trio,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP2903-US] AMZ Black & Honey Starter,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP965-EU] Amazon EU Black Bundle,FBA FR - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1093] Refill variety pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1093] Refill variety pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP573-US] US Fresh Cotton 40g Refill3Pck,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP965] Amazon UK Black Bundle,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1825-US] AMZ Bee Full Monty,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1823-US] AMZ US Men Refill Trio,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP3352-US] AMZ US LB Bee + Coco/Honey/Passion,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1823] AMZ UK Mens Refill trio,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP2585-EU] AMZ EU Aqua/Pink Grapefruit,FBA GE - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1825-US] AMZ Bee Full Monty,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP573] Fresh Cotton 40g Refill 3 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP575-US] US Coconut 40g Refill 3 Pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP665] Mini 3 pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1823-EU] AMZ EU Mens Refill trio,FBA IT - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1093-US] US Refill variety pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP572] Fresh Cotton 40g Refill 2 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1092-EU] EU Aqua + refill variety pack,FBA GE - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
"[WSRP3149-EU] AMZ EU Mini 3: Cot, Coco, Cherry",FBA FR - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP573-US] US Fresh Cotton 40g Refill3Pck,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP575-US] US Coconut 40g Refill 3 Pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1825-US] AMZ Bee Full Monty,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1823-US] AMZ US Men Refill Trio,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP575-EU] Coconut Trio Refill,FBA IT - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1823-US] AMZ US Men Refill Trio,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1092-EU] EU Aqua + refill variety pack,FBA FR - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP965-EU] Amazon EU Black Bundle,FBA FR - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1093-EU] EU Refill variety pack,FBA GE - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP575-US] US Coconut 40g Refill 3 Pack,FBA USA - Storage Zone,Reserved Inventory,2.0,u,2026-07-05,,assigned,
[WSRP1823] AMZ UK Mens Refill trio,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1099] Cherry Blossom Refill Duo,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP573-US] US Fresh Cotton 40g Refill3Pck,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1823] AMZ UK Mens Refill trio,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP575-US] US Coconut 40g Refill 3 Pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
"[WSRP3149-US] AMZ US Mini 3: Cot, Coco, Cherry",FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP574] Coconut 40g Refill 2 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1823-US] AMZ US Men Refill Trio,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP5876EU] Amazon EU: Aqua RO + 3 AP Refills 2026,FBA GE - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1092] Aqua + refill variety pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP575-EU] Coconut Trio Refill,FBA IT - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP575-EU] Coconut Trio Refill,FBA GE - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
"[WSRP3149-EU] AMZ EU Mini 3: Cot, Coco, Cherry",FBA GE - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP5871EU] Amazon EU: SPF Trio Pack 2026,FBA GE - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP575-EU] Coconut Trio Refill,FBA GE - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1093-US] US Refill variety pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP575-EU] Coconut Trio Refill,FBA GE - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1092-EU] EU Aqua + refill variety pack,FBA IT - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1823-EU] AMZ EU Mens Refill trio,FBA GE - Storage Zone,Reserved Inventory,2.0,u,2026-07-05,,assigned,
[WSRP1823-US] AMZ US Men Refill Trio,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1093] Refill variety pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP575-EU] Coconut Trio Refill,FBA IT - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1823] AMZ UK Mens Refill trio,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP575-EU] Coconut Trio Refill,FBA FR - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1093-US] US Refill variety pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1823] AMZ UK Mens Refill trio,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP5881EU] Amazon EU: Body Wash Trio Bundle 2026,FBA GE - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1823] AMZ UK Mens Refill trio,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP665] Mini 3 pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1823-EU] AMZ EU Mens Refill trio,FBA ES - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP575-EU] Coconut Trio Refill,FBA FR - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP573-US] US Fresh Cotton 40g Refill3Pck,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1823-EU] AMZ EU Mens Refill trio,FBA GE - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1823] AMZ UK Mens Refill trio,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP575-EU] Coconut Trio Refill,FBA GE - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP965] Amazon UK Black Bundle,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP965-EU] Amazon EU Black Bundle,FBA GE - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP5876EU] Amazon EU: Aqua RO + 3 AP Refills 2026,FBA GE - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1093-US] US Refill variety pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1823-EU] AMZ EU Mens Refill trio,FBA GE - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1093-US] US Refill variety pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP1091-US] US Purple + refil variety pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP573-US] US Fresh Cotton 40g Refill3Pck,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
[WSRP575-US] US Coconut 40g Refill 3 Pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
"[WSRP3149-EU] AMZ EU Mini 3: Cot, Coco, Cherry",FBA GE - Storage Zone,Reserved Inventory,1.0,u,2026-07-05,,assigned,
