product/rec_name,from_location/rec_name,to_location/rec_name,quantity,uom/rec_name,planned_date,effective_date,state,tpl_sku
[WCLR1816] Orange Marmalade Lip Balm Refill,Airbox UK - Storage Zone,Reserved Inventory,10.0,u,2030-12-31,,assigned,
[WCSGR01] Orange Shower Gel Refill,Airbox UK - Storage Zone,Reserved Inventory,10.0,u,2030-12-31,,assigned,
[WCLR619] Original Lip Balm Refill,Airbox UK - Storage Zone,Reserved Inventory,10.0,u,2030-12-31,,assigned,
[WCLR1113] Plum & FP Lip Balm Refill,Airbox UK - Storage Zone,Reserved Inventory,10.0,u,2030-12-31,,assigned,
[WCRS1894] Cola sens. Deodorant Refill,Airbox UK - Storage Zone,Reserved Inventory,10.0,u,2030-12-31,,assigned,
[WCSGR1283] Juicy Mango BW Refill,Airbox UK - Storage Zone,Reserved Inventory,10.0,u,2030-12-31,,assigned,
[WCR1893] Watermelon Deodorant Refill,Airbox UK - Storage Zone,Reserved Inventory,10.0,u,2030-12-31,,assigned,
[WCRO2512] Roll On Refill: Black Cherry,Airbox UK - Storage Zone,Reserved Inventory,10.0,u,2030-12-31,,assigned,
[WCLR1818] Cola Lip Balm Refill,Airbox UK - Storage Zone,Reserved Inventory,10.0,u,2030-12-31,,assigned,
[WCR1818] Cola Deodorant Refill,Airbox UK - Storage Zone,Reserved Inventory,10.0,u,2030-12-31,,assigned,
[WSRP573] Fresh Cotton 40g Refill 3 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-19,,assigned,
[WSRP1823] AMZ UK Mens Refill trio,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-19,,assigned,
"[WSRP5875EU] Amazon EU: AP Honey, Cotton, Coconut 2026",FBA GE - Storage Zone,Reserved Inventory,2.0,u,2026-06-19,,assigned,
[WSRP1093-US] US Refill variety pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-06-19,,assigned,
[WSRP1823] AMZ UK Mens Refill trio,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-18,,assigned,
[WSRP1823-EU] AMZ EU Mens Refill trio,FBA GE - Storage Zone,Reserved Inventory,1.0,u,2026-06-18,,assigned,
[WCROC3129] Roll on Case: Valentine's Day Hearts,Airbox (EU) - Storage Zone,Reserved Inventory,8.0,u,2999-12-23,,assigned,
[WCRS994] Sherbet Lemons - Sensitive Deo Refill,Airbox (EU) - Storage Zone,Reserved Inventory,404.0,u,2999-12-23,,assigned,
[WSRP2904-US] AMZ Purple & Honey Starter,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-06-18,,assigned,
[WSRP1093-US] US Refill variety pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-06-17,,assigned,
[WSRP1100-US] US Cherry Blossom Refill Trio,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-06-17,,assigned,
[WSRP2904-US] AMZ Purple & Honey Starter,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-06-17,,assigned,
[WSRP2904-US] AMZ Purple & Honey Starter,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-06-17,,assigned,
[WSRP5857UK] Amazon UK: 3 Deo REFILLS 2026,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-16,,assigned,
[WSRP2904-US] AMZ Purple & Honey Starter,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-06-16,,assigned,
[WSRP1823-EU] AMZ EU Mens Refill trio,FBA GE - Storage Zone,Reserved Inventory,1.0,u,2026-06-16,,assigned,
[WSRP575-US] US Coconut 40g Refill 3 Pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-06-16,,assigned,
[WSRP1823-US] AMZ US Men Refill Trio,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-06-15,,assigned,
[WSRP573-US] US Fresh Cotton 40g Refill3Pck,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-06-15,,assigned,
[WSRP1093-US] US Refill variety pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-06-15,,assigned,
[WCLC1521] EBW Polka Dot Lip Balm Case,Airbox (EU) - Storage Zone,Reserved Inventory,50.0,u,2999-12-31,,assigned,
[WCRO3125] Roll On Refill: Peachy Kisses,Airbox (EU) - Storage Zone,Reserved Inventory,100.0,u,2999-12-31,,assigned,
[WCLR3125] Lip Balm Refill: Peachy Kisses,Next (AU) - Storage Zone,Reserved Inventory,50.0,u,2999-12-23,,assigned,
[WCROA3208] Roll On AP: Wild Seduction,Next (AU) - Storage Zone,Reserved Inventory,150.0,u,2999-12-31,,assigned,
[WCR3205] Deo Refill: Black Rose and Velvet,Next (AU) - Storage Zone,Reserved Inventory,500.0,u,2999-12-23,,assigned,
[WCROC2556] Roll On Case: Chrome,Airbox (EU) - Storage Zone,Reserved Inventory,4013.0,u,2999-12-23,,assigned,
[WCR3208] Deo Refill: Wild Seduction,Next (AU) - Storage Zone,Reserved Inventory,750.0,u,2999-12-23,,assigned,
[WCR794] Honey & Cactus Flower - initial_delivery,Next (AU) - Storage Zone,Reserved Inventory,1918.0,u,2999-12-31,,assigned,
[WCROA1919] AP Roll On: Vanilla Buttercream,Airbox UK - Storage Zone,Reserved Inventory,50.0,u,2999-12-29,,assigned,
[WCRS3806] Deo Refill: Morning Meadow Sensitive,Stord - Storage Zone,Reserved Inventory,200.0,u,2999-12-23,,assigned,
[WCRS3209] Deo Refill: Wild Seduction Sensitive,Stord - Storage Zone,Reserved Inventory,200.0,u,2999-12-23,,assigned,
[WMIN2512] Mini Deo: Black Cherry,Airbox UK - Storage Zone,Reserved Inventory,50.0,u,2999-11-14,,assigned,
[WCROA3205] Roll On AP: Black Rose and Velvet,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2999-12-31,,assigned,
[WCBWR1963] Spa Daydreams Body Wash Refill 300ml,Airbox (EU) - Storage Zone,Reserved Inventory,250.0,u,2200-12-31,,assigned,
[WCLR1114] Santas Kiss Lip Balm Refill,Stord - Storage Zone,Reserved Inventory,200.0,u,2222-10-28,,assigned,
[WCR02] Coconut Dreams - initial_delivery,Airbox UK - Storage Zone,Reserved Inventory,3135.0,u,2999-12-23,,assigned,
[WCR02] Coconut Dreams - initial_delivery,Airbox UK - Storage Zone,Reserved Inventory,891.0,u,2099-12-13,,assigned,
[WCLR3207] Lip Balm Refill: Cotton Cloud,Next (AU) - Storage Zone,Reserved Inventory,50.0,u,2999-12-23,,assigned,
[WMIN3207] Mini Deo: Cotton Cloud,Next (AU) - Storage Zone,Reserved Inventory,150.0,u,2999-12-23,,assigned,
[WCLR3207] Lip Balm Refill: Cotton Cloud,Stord - Storage Zone,Reserved Inventory,350.0,u,2999-12-23,,assigned,
[WMIN3207] Mini Deo: Cotton Cloud,Stord - Storage Zone,Reserved Inventory,250.0,u,2999-12-23,,assigned,
[WCLR3207] Lip Balm Refill: Cotton Cloud,Airbox (EU) - Storage Zone,Reserved Inventory,100.0,u,2999-12-23,,assigned,
[WMIN3207] Mini Deo: Cotton Cloud,Airbox (EU) - Storage Zone,Reserved Inventory,250.0,u,2999-12-23,,assigned,
[WCLR3207] Lip Balm Refill: Cotton Cloud,Airbox UK - Storage Zone,Reserved Inventory,50.0,u,2999-12-23,,assigned,
[WMIN3207] Mini Deo: Cotton Cloud,Airbox UK - Storage Zone,Reserved Inventory,250.0,u,2999-12-23,,assigned,
[WCRS216] Fresh Cotton & Sea Salt - Sensitive - initial_delivery,Stord - Storage Zone,Reserved Inventory,30.0,u,2999-12-31,,assigned,
[WCC2894] Deo Case: Midnight Bloom,Airbox (EU) - Storage Zone,Reserved Inventory,100.0,u,2999-12-23,,assigned,
[WCRS3126] Deo Refill: Peachy Kisses Sens,Airbox (EU) - Storage Zone,Reserved Inventory,200.0,u,2999-12-23,,assigned,
[WCROC3129] Roll on Case: Valentine's Day Hearts,Next (AU) - Storage Zone,Reserved Inventory,40.0,u,2999-12-29,,assigned,
[WCR1106] Arctic Ice Queen Deo Refill,Airbox UK - Storage Zone,Reserved Inventory,8.0,u,2999-12-29,,assigned,
[WCR740] Sage and Eucalyptus,Airbox UK - Storage Zone,Reserved Inventory,3.0,u,2999-12-29,,assigned,
[WCLR3207] Lip Balm Refill: Cotton Cloud,Next (AU) - Storage Zone,Reserved Inventory,50.0,u,2999-12-23,,assigned,
[WCR1103] Vanilla Bean & Buttercream Deo Refill,Stord - Storage Zone,Reserved Inventory,1682.0,u,2999-12-31,,assigned,
[WCRS216] Fresh Cotton & Sea Salt - Sensitive - initial_delivery,Stord - Storage Zone,Reserved Inventory,922.0,u,2999-12-31,,assigned,
[WCLR1071] Passionfruit Swirl Lip Balm Refill,Stord - Storage Zone,Reserved Inventory,3397.0,u,2999-12-31,,assigned,
[WCROA3208] Roll On AP: Wild Seduction,Airbox (EU) - Storage Zone,Reserved Inventory,10.0,u,2999-12-31,,assigned,
[WCBWR3207] Body Wash Refill: Cotton Cloud,Stord - Storage Zone,Reserved Inventory,300.0,u,2099-12-31,,assigned,
[WCBWR3207] Body Wash Refill: Cotton Cloud,Airbox UK - Storage Zone,Reserved Inventory,300.0,u,2099-12-31,,assigned,
[WCROC3333] Roll On Case: Miffy,Stord - Storage Zone,Reserved Inventory,300.0,u,2999-12-31,,assigned,
[WCROA3207] Roll On AP: Cotton Cloud,Next (AU) - Input Zone,Reserved Inventory,250.0,u,2999-12-31,,assigned,
[WCROA3207] Roll On AP: Cotton Cloud,Airbox (EU) - Storage Zone,Reserved Inventory,500.0,u,2999-12-31,,assigned,
[WCROA3207] Roll On AP: Cotton Cloud,Airbox UK - Storage Zone,Reserved Inventory,500.0,u,2999-12-31,,assigned,
[WCRS3815] Deo Refill: Cotton Cloud Sensitive,Next (AU) - Storage Zone,Reserved Inventory,500.0,u,2999-12-23,,assigned,
[WCR3207] Deo Refill: Cotton Cloud,Next (AU) - Storage Zone,Reserved Inventory,1000.0,u,2999-12-23,,assigned,
[WCRS3815] Deo Refill: Cotton Cloud Sensitive,Airbox (EU) - Storage Zone,Reserved Inventory,500.0,u,2999-12-23,,assigned,
[WCR3207] Deo Refill: Cotton Cloud,Airbox (EU) - Storage Zone,Reserved Inventory,1000.0,u,2999-12-23,,assigned,
[WCRS3815] Deo Refill: Cotton Cloud Sensitive,Airbox UK - Storage Zone,Reserved Inventory,500.0,u,2999-12-23,,assigned,
[WCR3207] Deo Refill: Cotton Cloud,Airbox UK - Storage Zone,Reserved Inventory,1000.0,u,2999-12-23,,assigned,
[WCROC2894] Roll On Case: Midnight Bloom ,Airbox UK - Storage Zone,Reserved Inventory,50.0,u,2999-12-31,,assigned,
[WCROA3208] Roll On AP: Wild Seduction,Airbox UK - Storage Zone,Reserved Inventory,250.0,u,2999-12-31,,assigned,
[WCR761] Pink Grapefruit & Lime Deo Refill,Next (AU) - Storage Zone,Reserved Inventory,300.0,u,2999-12-31,,assigned,
[WCR1892] Strawberries & Cream (Chupa Chups) Deodorant Refill,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2999-12-23,,assigned,
[WCROA24] AP Roll On: Cotton & Seasalt,Airbox (EU) - Storage Zone,Reserved Inventory,250.0,u,2070-12-31,,assigned,
[WSOAPE1244] Lavender Exfoliating Soap,Stord - Storage Zone,Reserved Inventory,35.0,u,2999-03-27,,assigned,
[WCROC20] Roll On Case: Purple,Next (AU) - Storage Zone,Reserved Inventory,100.0,u,2099-01-12,,assigned,
[WMIN2512] Mini Deo: Black Cherry,Airbox (EU) - Storage Zone,Reserved Inventory,70.0,u,2999-11-14,,assigned,
[WCBWR1963] Spa Daydreams Body Wash Refill 300ml,Airbox (EU) - Storage Zone,Reserved Inventory,50.0,u,2999-12-31,,assigned,
[WCRS3126] Deo Refill: Peachy Kisses Sens,Airbox UK - Storage Zone,Reserved Inventory,450.0,u,2999-12-23,,assigned,
[WCRS550] Cherry BlossomSEN - initial_delivery,Stord - Storage Zone,Reserved Inventory,250.0,u,2999-12-23,,assigned,
[WCR3208] Deo Refill: Wild Seduction,Stord - Storage Zone,Reserved Inventory,200.0,u,2999-12-23,,assigned,
[WCBWR1973] Sicilian Summer Body Wash Refill 300ml,Airbox UK - Storage Zone,Reserved Inventory,20.0,u,2028-01-01,,assigned,
[WCR3125] Deo Refill: Peachy Kisses,Airbox UK - Storage Zone,Reserved Inventory,500.0,u,2999-12-23,,assigned,
[WCBWR24] Fresh Cotton and Sea Salt 300ml Body Wash Refill,Stord - Storage Zone,Reserved Inventory,250.0,u,2099-12-31,,assigned,
[WBU3112-FLEX] DTC Christmas Deo Giftset,Airbox UK - Storage Zone,Reserved Inventory,10.0,u,2999-12-31,,assigned,
[WCLR1072] Watermelon Lip Balm Refill,Airbox (EU) - Storage Zone,Reserved Inventory,250.0,u,2999-07-16,,assigned,
[WCLR1071] Passionfruit Swirl Lip Balm Refill,Stord - Storage Zone,Reserved Inventory,250.0,u,2999-12-23,,assigned,
[WMIN03] Jasmine & Mandarin Blossom Mini Deodorant,Airbox UK - Storage Zone,Reserved Inventory,250.0,u,2099-12-01,,assigned,
[WMIN507] Thunderstorm Mini Deodorant,Airbox (EU) - Storage Zone,Reserved Inventory,250.0,u,2070-12-31,,assigned,
[WCLR3125] Lip Balm Refill: Peachy Kisses,Airbox UK - Storage Zone,Reserved Inventory,200.0,u,2999-12-23,,assigned,
[WCLR1753] Queen of Heart's Cherry Tarts Lip Balm Refill,Airbox UK - Storage Zone,Reserved Inventory,261.0,u,2999-12-23,,assigned,
[WMIN3111] Mini Deo: Peachy Kisses,Airbox UK - Storage Zone,Reserved Inventory,250.0,u,2999-12-31,,assigned,
[WMIN3111] Mini Deo: Peachy Kisses,Airbox (EU) - Storage Zone,Reserved Inventory,250.0,u,2999-12-31,,assigned,
[WCRS1895] Strawberries & Cream sens. Deodorant Refill,Stord - Storage Zone,Reserved Inventory,250.0,u,2099-12-31,,assigned,
[WCRS1895] Strawberries & Cream sens. Deodorant Refill,Next (AU) - Storage Zone,Reserved Inventory,250.0,u,2999-12-29,,assigned,
[WCRS1895] Strawberries & Cream sens. Deodorant Refill,Airbox (EU) - Storage Zone,Reserved Inventory,250.0,u,2999-12-29,,assigned,
[WCLC3129] Lip Balm Case: Valentine's Day Hearts,Next (AU) - Storage Zone,Reserved Inventory,225.0,u,2999-12-23,,assigned,
[WMIN03] Jasmine & Mandarin Blossom Mini Deodorant,Airbox UK - Storage Zone,Reserved Inventory,250.0,u,2999-12-23,,assigned,
[WCLR1245] Lip Balm Refill: Vanilla Frost,Stord - Storage Zone,Reserved Inventory,300.0,u,2999-12-23,,assigned,
[WMIN549] Cherry Blossom Mini,Stord - Storage Zone,Reserved Inventory,250.0,u,2999-12-23,,assigned,
[WMIN507] Thunderstorm Mini Deodorant,Stord - Storage Zone,Reserved Inventory,250.0,u,2999-12-23,,assigned,
[WMIN24] Fresh Cotton & Sea Salt Mini Deodorant,Stord - Storage Zone,Reserved Inventory,250.0,u,2999-12-23,,assigned,
[WCLRSPF619] Original SPF Lip Balm Refill,Next (AU) - Storage Zone,Reserved Inventory,155.0,u,2999-12-23,,assigned,
[WMIN507] Thunderstorm Mini Deodorant,Next (AU) - Storage Zone,Reserved Inventory,250.0,u,2999-12-23,,assigned,
[WMIN24] Fresh Cotton & Sea Salt Mini Deodorant,Next (AU) - Storage Zone,Reserved Inventory,250.0,u,2999-12-23,,assigned,
[WMIN02] Coconut Dreams Mini Deodorant,Next (AU) - Storage Zone,Reserved Inventory,250.0,u,2999-12-23,,assigned,
[WCLR966] Honey Lip Balm Refill,Next (AU) - Storage Zone,Reserved Inventory,300.0,u,2999-12-23,,assigned,
[WCLR1245] Lip Balm Refill: Vanilla Frost,Next (AU) - Storage Zone,Reserved Inventory,300.0,u,2999-12-23,,assigned,
[WCLR1071] Passionfruit Swirl Lip Balm Refill,Next (AU) - Storage Zone,Reserved Inventory,300.0,u,2999-12-23,,assigned,
[WCC1989] Sunflower Deo Case,Airbox (EU) - Storage Zone,Reserved Inventory,250.0,u,2999-12-23,,assigned,
[WCLR1071] Passionfruit Swirl Lip Balm Refill,Airbox (EU) - Storage Zone,Reserved Inventory,300.0,u,2999-12-23,,assigned,
[WCLR966V2] Honey Lip Balm Refill V2,Airbox (EU) - Storage Zone,Reserved Inventory,300.0,u,2999-12-23,,assigned,
[WCLRSPF619] Original SPF Lip Balm Refill,Airbox (EU) - Storage Zone,Reserved Inventory,300.0,u,2999-12-23,,assigned,
[WMIN966] Honey & Cactus Mini Deodorant,Airbox (EU) - Storage Zone,Reserved Inventory,250.0,u,2999-12-23,,assigned,
[WMIN549] Cherry Blossom Mini,Airbox (EU) - Storage Zone,Reserved Inventory,250.0,u,2999-12-23,,assigned,
[WMIN24] Fresh Cotton & Sea Salt Mini Deodorant,Airbox (EU) - Storage Zone,Reserved Inventory,250.0,u,2999-12-23,,assigned,
[WMIN02] Coconut Dreams Mini Deodorant,Airbox (EU) - Storage Zone,Reserved Inventory,250.0,u,2999-12-23,,assigned,
[WMIN966] Honey & Cactus Mini Deodorant,Airbox UK - Storage Zone,Reserved Inventory,250.0,u,2999-12-23,,assigned,
[WMIN549] Cherry Blossom Mini,Airbox UK - Storage Zone,Reserved Inventory,250.0,u,2999-12-23,,assigned,
[WMIN507] Thunderstorm Mini Deodorant,Airbox UK - Storage Zone,Reserved Inventory,250.0,u,2999-12-23,,assigned,
[WMIN02] Coconut Dreams Mini Deodorant,Airbox UK - Storage Zone,Reserved Inventory,250.0,u,2999-12-23,,assigned,
[WCLR966V2] Honey Lip Balm Refill V2,Airbox UK - Storage Zone,Reserved Inventory,250.0,u,2999-12-23,,assigned,
[WCLR1071] Passionfruit Swirl Lip Balm Refill,Airbox UK - Storage Zone,Reserved Inventory,300.0,u,2999-12-23,,assigned,
[WCLC1838] Lip Balm Case: Marble Ditsy,Airbox UK - Storage Zone,Reserved Inventory,250.0,u,2999-12-23,,assigned,
[WCLR1819] Sicilian summer Lip Balm Refill,Airbox (EU) - Storage Zone,Reserved Inventory,250.0,u,2999-01-01,,assigned,
[WCHWR2512] Black Cherry Handwash,Airbox UK - Storage Zone,Reserved Inventory,49.0,u,2099-12-31,,assigned,
[WCLR966] Honey Lip Balm Refill,Airbox (EU) - Storage Zone,Reserved Inventory,150.0,u,2999-07-17,,assigned,
[WCR3125] Deo Refill: Peachy Kisses,Stord - Storage Zone,Reserved Inventory,450.0,u,2999-12-23,,assigned,
[WCR3125] Deo Refill: Peachy Kisses,Next (AU) - Storage Zone,Reserved Inventory,350.0,u,2999-12-23,,assigned,
[WCROA1919] AP Roll On: Vanilla Buttercream,Airbox (EU) - Storage Zone,Reserved Inventory,100.0,u,2999-12-31,,assigned,
[WCRS3806] Deo Refill: Morning Meadow Sensitive,Next (AU) - Storage Zone,Reserved Inventory,500.0,u,2999-12-23,,assigned,
[WCR3805] Deo Refill: Morning Meadow,Next (AU) - Storage Zone,Reserved Inventory,1000.0,u,2999-12-23,,assigned,
[WCR3805] Deo Refill: Morning Meadow,Airbox (EU) - Storage Zone,Reserved Inventory,1000.0,u,2999-12-23,,assigned,
[WCRS3806] Deo Refill: Morning Meadow Sensitive,Airbox UK - Storage Zone,Reserved Inventory,500.0,u,2999-12-23,,assigned,
[WCR3805] Deo Refill: Morning Meadow,Airbox UK - Storage Zone,Reserved Inventory,1000.0,u,2999-12-23,,assigned,
[WCROC3129] Roll on Case: Valentine's Day Hearts,Airbox (EU) - Storage Zone,Reserved Inventory,15.0,u,2999-12-29,,assigned,
[WCROA86] AP Roll On Refill: Sandalwood & Cedar,Airbox (EU) - Storage Zone,Reserved Inventory,150.0,u,2999-12-31,,assigned,
[WCR3125] Deo Refill: Peachy Kisses,Airbox (EU) - Storage Zone,Reserved Inventory,750.0,u,2999-12-23,,assigned,
[WCROA507] Roll On AP: Thunderstorm,Airbox UK - Storage Zone,Reserved Inventory,300.0,u,2999-12-31,,assigned,
[WCROA507] Roll On AP: Thunderstorm,Airbox (EU) - Storage Zone,Reserved Inventory,300.0,u,2999-12-31,,assigned,
[WCROA507] Roll On AP: Thunderstorm,Next (AU) - Storage Zone,Reserved Inventory,300.0,u,2999-12-31,,assigned,
[WCROA86] AP Roll On Refill: Sandalwood & Cedar,Next (AU) - Storage Zone,Reserved Inventory,300.0,u,2999-12-31,,assigned,
[WCBWR2513] Body Wash Refill: Warm Cinnamon Bun,Airbox UK - Storage Zone,Reserved Inventory,200.0,u,2099-01-12,,assigned,
[WCBWR3205] Body Wash Refill: Black Rose and Velvet,Stord - Storage Zone,Reserved Inventory,200.0,u,2099-12-31,,assigned,
[WCHWR1537] Spa Daydreams Hand Wash Refill,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2099-12-31,,assigned,
[WCLR02] Coconut & Vanilla Lip Balm Refill,Airbox UK - Storage Zone,Reserved Inventory,22.0,u,2999-12-23,,assigned,
[WCLR02] Coconut & Vanilla Lip Balm Refill,Airbox UK - Storage Zone,Reserved Inventory,27.0,u,2999-12-23,,assigned,
[WCLR02] Coconut & Vanilla Lip Balm Refill,Airbox UK - Storage Zone,Reserved Inventory,13.0,u,2999-12-23,,assigned,
[WCLR1819] Sicilian summer Lip Balm Refill,Airbox UK - Storage Zone,Reserved Inventory,135.0,u,2999-12-31,,assigned,
[WCROC2556] Roll On Case: Chrome,Airbox (EU) - Storage Zone,Reserved Inventory,75.0,u,2999-12-23,,assigned,
[WCLR02] Coconut & Vanilla Lip Balm Refill,Airbox UK - Storage Zone,Reserved Inventory,70.0,u,2999-12-23,,assigned,
[WCBWR3278] Body Wash Refill: Peachy Kiss,Stord - Storage Zone,Reserved Inventory,150.0,u,2999-12-31,,assigned,
[WCR86] Cedar & Sandalwood - initial_delivery,Stord - Storage Zone,Reserved Inventory,250.0,u,2999-12-23,,assigned,
[WCRS3126] Deo Refill: Peachy Kisses Sens,Stord - Storage Zone,Reserved Inventory,300.0,u,2999-12-23,,assigned,
[WCHWR1537] Spa Daydreams Hand Wash Refill,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2099-01-12,,assigned,
[WCHWR1538] Citrus Burst Hand Wash Refill,Airbox UK - Storage Zone,Reserved Inventory,400.0,u,2099-12-31,,assigned,
[WCHWR2512] Black Cherry Handwash,Stord - Storage Zone,Reserved Inventory,150.0,u,2999-12-31,,assigned,
[WMIN2512] Mini Deo: Black Cherry,Next (AU) - Storage Zone,Reserved Inventory,100.0,u,2999-11-14,,assigned,
[WCRS3126] Deo Refill: Peachy Kisses Sens,Next (AU) - Storage Zone,Reserved Inventory,500.0,u,2999-12-23,,assigned,
[WCRS3209] Deo Refill: Wild Seduction Sensitive,Next (AU) - Storage Zone,Reserved Inventory,500.0,u,2999-12-23,,assigned,
[WCRS3209] Deo Refill: Wild Seduction Sensitive,Airbox (EU) - Storage Zone,Reserved Inventory,500.0,u,2999-12-23,,assigned,
[WCRS3209] Deo Refill: Wild Seduction Sensitive,Airbox UK - Storage Zone,Reserved Inventory,500.0,u,2999-12-23,,assigned,
[WCR3208] Deo Refill: Wild Seduction,Airbox UK - Storage Zone,Reserved Inventory,1000.0,u,2999-12-23,,assigned,
[WCBWR24] Fresh Cotton and Sea Salt 300ml Body Wash Refill,Airbox UK - Storage Zone,Reserved Inventory,446.0,u,2099-12-31,,assigned,
[WCLR3125] Lip Balm Refill: Peachy Kisses,Stord - Storage Zone,Reserved Inventory,150.0,u,2999-12-23,,assigned,
[WCROA86] AP Roll On Refill: Sandalwood & Cedar,Next (AU) - Storage Zone,Reserved Inventory,15.0,u,2999-12-29,,assigned,
[WBUL3955-VDAYGS] Lip Balm Gift Set: Valentines,Airbox (EU) - Storage Zone,Reserved Inventory,5.0,u,2999-12-23,,assigned,
[WCLR1072] Watermelon Lip Balm Refill,Stord - Storage Zone,Reserved Inventory,100.0,u,2999-07-16,,assigned,
[WCR02] Coconut Dreams - initial_delivery,Stord - Storage Zone,Reserved Inventory,750.0,u,2999-12-23,,assigned,
[WCBWR2584] Body Wash Refill: Pomegranate and Fig,Stord - Storage Zone,Reserved Inventory,100.0,u,2099-12-31,,assigned,
[WCBWR2513] Body Wash Refill: Warm Cinnamon Bun,Airbox (EU) - Storage Zone,Reserved Inventory,22.0,u,2099-12-31,,assigned,
[WCBWR2513] Body Wash Refill: Warm Cinnamon Bun,Airbox (EU) - Storage Zone,Reserved Inventory,178.0,u,2099-12-31,,assigned,
[WCBWR2584] Body Wash Refill: Pomegranate and Fig,Airbox (EU) - Storage Zone,Reserved Inventory,167.0,u,2099-12-31,,assigned,
[WRCASE846] Shampoo Sage/Strengthening Coconut,Airbox UK - Storage Zone,Reserved Inventory,172.0,u,2099-12-31,,assigned,
[WCHWR2512] Black Cherry Handwash,Airbox UK - Storage Zone,Reserved Inventory,1.0,u,2099-12-31,,assigned,
[WRCASE846] Shampoo Sage/Strengthening Coconut,Airbox UK - Storage Zone,Reserved Inventory,28.0,u,2099-12-31,,assigned,
[WRCASE846] Shampoo Sage/Strengthening Coconut,Airbox UK - Storage Zone,Reserved Inventory,200.0,u,2099-12-31,,assigned,
[WCBWR24] Fresh Cotton and Sea Salt 300ml Body Wash Refill,Airbox (EU) - Storage Zone,Reserved Inventory,500.0,u,2099-12-31,,assigned,
[WCBWR608] Oud and Amber 300ml Body Wash Refill,Airbox UK - Storage Zone,Reserved Inventory,500.0,u,2099-12-31,,assigned,
[WCR993] Sherbet Lemons Deo Refill,Airbox UK - Storage Zone,Reserved Inventory,10.0,u,2999-12-23,,assigned,
[WCRS963] Sage and Eucalyptus Sensitive - initial_delivery,Airbox UK - Storage Zone,Reserved Inventory,25.0,u,2999-12-23,,assigned,
[WCRS508] ThunderstormSEN - initial_delivery,Airbox (EU) - Storage Zone,Reserved Inventory,3.0,u,2999-12-23,,assigned,
[WCBWR2513] Body Wash Refill: Warm Cinnamon Bun,Airbox (EU) - Storage Zone,Reserved Inventory,75.0,u,2099-01-12,,assigned,
[WCBWR1973] Sicilian Summer Body Wash Refill 300ml,Airbox (EU) - Storage Zone,Reserved Inventory,300.0,u,2999-01-01,,assigned,
[WCRS508] ThunderstormSEN - initial_delivery,Airbox (EU) - Storage Zone,Reserved Inventory,4.0,u,2999-12-23,,assigned,
[WCBWC1521] EBW Polka Dot Body Wash Case,Airbox (EU) - Storage Zone,Reserved Inventory,75.0,u,2099-12-31,,assigned,
[WBU3951-VDAYGS] Deo Gift Set: Valentines,Airbox (EU) - Storage Zone,Reserved Inventory,25.0,u,2999-12-23,,assigned,
[WCBWR2584] Body Wash Refill: Pomegranate and Fig,Airbox (EU) - Storage Zone,Reserved Inventory,50.0,u,2999-12-29,,assigned,
[WCRS963] Sage and Eucalyptus Sensitive - initial_delivery,Airbox UK - Storage Zone,Reserved Inventory,5.0,u,2999-12-23,,assigned,
[WCR565] Tropical Sorbet - initial_delivery,Airbox UK - Storage Zone,Reserved Inventory,357.0,u,2999-12-23,,assigned,
[WCLR1072] Watermelon Lip Balm Refill,Airbox UK - Storage Zone,Reserved Inventory,15.0,u,2999-12-23,,assigned,
[WCR549] Cherry Blossom Deodorant Refill,Next (AU) - Storage Zone,Reserved Inventory,346.0,u,2999-12-23,,assigned,
[WCLR1072] Watermelon Lip Balm Refill,Airbox UK - Storage Zone,Reserved Inventory,19.0,u,2999-12-23,,assigned,
[WCR507] Thunderstorm - initial_delivery,Stord - Storage Zone,Reserved Inventory,490.0,u,2999-05-08,,assigned,
[WCBWR2513] Body Wash Refill: Warm Cinnamon Bun,Stord - Storage Zone,Reserved Inventory,100.0,u,2999-12-31,,assigned,
[WSHMIN02] Mini Coconut Shampoo Bar,Airbox (EU) - Storage Zone,Reserved Inventory,82.0,u,2999-12-23,,assigned,
[WCRS1102] Autumn Leaves Sens Deo Refill,Airbox (EU) - Storage Zone,Reserved Inventory,54.0,u,2999-12-23,,assigned,
